badProt
http://example.com/n4l/rid.908_10.1601%2Fnm.570
http://example.com/n4l/ex.10622_nm.10622
http://example.com/n4l/rid.3153-rid.2217_nm.6998
http://example.com/n4l/rid.3047-rid.3058
http://example.com/n4l/rid.2908-rid.2923
http://example.com/n4l/rid.2963-rid.2972
http://example.com/n4l/rid.2991-rid.2999
http://example.com/n4l/rid.2896-2898
http://example.com/n4l/rid.3084-rid.3088
http://example.com/n4l/rid.2345_rid.2345_only_emendations
http://example.com/n4l/rid.2342_RID.2342_many_OCR_errors
http://example.com/n4l/rid.2928-rid.2953
http://example.com/n4l/rid.3098-rid.3100
http://example.com/n4l/rid.3008-rid.3014
http://example.com/n4l/rid.2685-rid.2688
http://example.com/n4l/rid.2900-rid.2906
http://example.com/n4l/rid.3027-rid.3034
http://example.com/n4l/rid.3095-rid.3096
http://example.com/n4l/rid.2505_-_rid.2522
http://example.com/n4l/rid.3061-rid.3082
http://example.com/n4l/rid.3036-rid.3039
http://example.com/n4l/rid.3018-rid.3023
