?class	?labels	?synonyms	?definitions
<http://purl.jp/bio/10/gmo/GMO_001176>	"Oxoid &trade; Nutrient broth"		
<http://purl.jp/bio/10/gmo/GMO_001177>	"Disodium succinate | コハク酸二ナトリウム"		
<http://purl.jp/bio/10/gmo/GMO_001178>	"酪酸 | Butyric acid"	"Butanoic acid"	
<http://purl.jp/bio/10/gmo/GMO_001179>	"酢酸 | Acetic acid"		"Acetic acid"
<http://purl.jp/bio/10/gmo/GMO_001180>	"Cellulose | セルロース"		
<http://purl.jp/bio/10/gmo/GMO_001181>	"吉草酸 | Valeric acid"	"ペンタン酸 | Pentanoic acid"	
<http://purl.jp/bio/10/gmo/GMO_001182>	"3-メチルブタン酸 | Isovaleric acid"	"イソ吉草酸 | 3-Methylbutanoic acid"	
<http://purl.jp/bio/10/gmo/GMO_001183>	"Difco &trade; PPLO Broth"	"Difco PPLO Broth (w/o CV) | Mycoplasma broth base"	"Pleuropneumonia-like organism or PPLO is an older name for Mycoplasma."
<http://purl.jp/bio/10/gmo/GMO_001184>	"イソ酪酸 | Isobutyric acid"	"2-methylpropanoic acid"	
<http://purl.jp/bio/10/gmo/GMO_001185>	"Proteose peptone"		
<http://purl.jp/bio/10/gmo/GMO_001186>	"Sodium tungstate monohydrate | タングステン酸ナトリウム一水和物"		
<http://purl.jp/bio/10/gmo/GMO_001187>	"Disodium tetraborate | 四ホウ酸二ナトリウム"	"Sodium tetraborate | テトラホウ酸ナトリウム"	
<http://purl.jp/bio/10/gmo/GMO_001188>	"Magnesium acetate | 酢酸マグネシウム"		
<http://purl.jp/bio/10/gmo/GMO_001189>	"Disodium phosphate heptahydrate | リン酸ナトリウム七水和物"	"Disodium hydrogen phosphate heptahydrate | Sodium phosphate dibasic heptahydrate"	
<http://purl.jp/bio/10/gmo/GMO_001190>	"Asparagine | アスパラギン"		"Asparagine"
<http://purl.jp/bio/10/gmo/GMO_001191>	"MES | MES"	"2-(N-morpholino)ethanesulfonic acid"	"MES is one of the Good's buffers"
<http://purl.jp/bio/10/gmo/GMO_001192>	"Propionic acid | プロピオン酸"	"プロパン酸 | Propionic acid"	
<http://purl.jp/bio/10/gmo/GMO_001193>	"Calcium nitrate | 硝酸カルシウム"		
<http://purl.jp/bio/10/gmo/GMO_001194>	"Bacto &trade; yeast nitrogen base without amino acids | Bacto &trade; Yeast nitrogen base without amino acids"		"DifcoBBLmanual 2nd ed. p628-632"
<http://purl.jp/bio/10/gmo/GMO_001195>	"マルトース | Maltose"	"麦芽糖 | Maltobiose | Malt sugar"	
<http://purl.jp/bio/10/gmo/GMO_001196>	"Obsolete: Trypticase soy (BBL) | Trypticase soy (BBL)"		
<http://purl.jp/bio/10/gmo/GMO_001197>	"Bacto &trade; Soytone"		
<http://purl.jp/bio/10/gmo/GMO_001198>	"Sodium silicate nonahydrate | ケイ酸ナトリウム九水和物"		
<http://purl.jp/bio/10/gmo/GMO_001199>	"Magnesium oxide | 酸化マグネシウム"		
<http://purl.jp/bio/10/gmo/GMO_001200>	"酒石酸ナトリウム | Sodium tartrate"		
<http://purl.jp/bio/10/gmo/GMO_001201>	"Obsolete: Sodium fumarate"		
<http://purl.jp/bio/10/gmo/GMO_001202>	"Hunter's basal salts"		
<http://purl.jp/bio/10/gmo/GMO_001203>	"Arginine | アルギニン"		"Arginine, an alpha-amino acid"
<http://purl.jp/bio/10/gmo/GMO_001204>	"Obsolete: Casein peptone tryptic digest"		
<http://purl.jp/bio/10/gmo/GMO_001205>	"L-システイン塩酸塩一水和物 | L-Cysteine hydrochloride monohydrate"		
<http://purl.jp/bio/10/gmo/GMO_001206>	"ガラクトース | Galactose"		
<http://purl.jp/bio/10/gmo/GMO_001207>	"Sorbitan monooleate | ソルビタンモノオレート"		
<http://purl.jp/bio/10/gmo/GMO_001208>	"Ammonium citrate | クエン酸アンモニウム"		"Ammonium citrate"
<http://purl.jp/bio/10/gmo/GMO_001209>	"硫酸アンモニウム七水和物 | Ammonium sulfate heptahydrate"		"Ammonium sulfate heptahydrate"
<http://purl.jp/bio/10/gmo/GMO_001210>	"Raffinose"		
<http://purl.jp/bio/10/gmo/GMO_001211>	"硫酸鉄(III) | Iron(III) sulfate"	"Ferric sulfate"	
<http://purl.jp/bio/10/gmo/GMO_001212>	"Carrot | 人参"		
<http://purl.jp/bio/10/gmo/GMO_001213>	"R2A broth DAIGO (Nihon seiyaku)"	"R2A Broth DAIGO (Wako)"	
<http://purl.jp/bio/10/gmo/GMO_001214>	"Ammonium dihydrogen phosphate | リン酸二水素アンモニウム"		"Ammonium dihydrogen phosphate"
<http://purl.jp/bio/10/gmo/GMO_001215>	"トリプトファン | Tryptophan"		
<http://purl.jp/bio/10/gmo/GMO_001216>	"Sodium carbonate solution | 炭酸ナトリウム溶液"		
<http://purl.jp/bio/10/gmo/GMO_001217>	"Lab Lemco"		
<http://purl.jp/bio/10/gmo/GMO_001218>	"Olive oil"		
<http://purl.jp/bio/10/gmo/GMO_001219>	"Bis-tris propane"	"1,3-bis(tris(hydroxymethyl)methylamino)propane"	
<http://purl.jp/bio/10/gmo/GMO_001220>	"Thioglycolate medium dehydrated"		
<http://purl.jp/bio/10/gmo/GMO_001221>	"Ammonium heptamolybdate tetrahydrate | Hexaammonium heptamolybdate tetrahydrate | 七モリブデン酸六アンモニウム四水和物"	"Ammonium molybdate tetrahydrate | Hexaammonium heptamolybdate tetrahydrate | AC1LACDZ"	
<http://purl.jp/bio/10/gmo/GMO_001222>	"Cellulose (MN 300) | セルロース (MN 300)"		
<http://purl.jp/bio/10/gmo/GMO_001223>	"PIPES | PIPES"	"Piperazine-N,N′-bis(2-ethanesulfonic acid)"	"PIPES is one of the Good's buffers"
<http://purl.jp/bio/10/gmo/GMO_001224>	"Obsolete: Peptone (BBL)"		
<http://purl.jp/bio/10/gmo/GMO_001225>	"アスコルビン酸ナトリウム | Sodium ascorbate"		
<http://purl.jp/bio/10/gmo/GMO_001226>	"Ebios (tablets)"		
<http://purl.jp/bio/10/gmo/GMO_001227>	"Fluid thioglycollate medium \"Daigo\" for JP general test (Wako) | 液状チオグリコール酸培地「ダイゴ」, 日局試験用(粉末)"	"Fluid thioglycollate medium \"Daigo\" for JP general test (Nihon Pharmaceutical) | 液状チオグリコール酸培地「ダイゴ」日局試験用"	
<http://purl.jp/bio/10/gmo/GMO_001228>	"塩化カルシウム二水和物溶液 | Calcium chloride dihydrate solution"		
<http://purl.jp/bio/10/gmo/GMO_001229>	"Difco &trade; Tryptic soy agar"		
<http://purl.jp/bio/10/gmo/GMO_001230>	"チアミン | Thiamine"	"ビタミンB1 | Vitamin B1"	
<http://purl.jp/bio/10/gmo/GMO_001231>	"Sea salts (SIGMA) | 海塩"		"An artificial salt mixture closely resembling the composition of the dissolved salts of ocean water"
<http://purl.jp/bio/10/gmo/GMO_001232>	"Calcium chloride monohydrate | 塩化カルシウム一水和物"		
<http://purl.jp/bio/10/gmo/GMO_001233>	"Tris | トリス"	"Tris base | THAM | Tris(hydroxymethyl)aminomethane"	"Tris(Hydroxymethyl)aminomethane"
<http://purl.jp/bio/10/gmo/GMO_001234>	"Trehalose | トレハロース"	"Tremalose | Mycose"	
<http://purl.jp/bio/10/gmo/GMO_001235>	"人工海水 | Artificial seawater"		
<http://purl.jp/bio/10/gmo/GMO_001236>	"ケイ酸ナトリウム | Sodium silicate"	"Sodium metasilicate"	
<http://purl.jp/bio/10/gmo/GMO_001237>	"エチレンジアミン四酢酸 | EDTA"	"Ethylenediaminetetraacetic acid | エデト酸"	
<http://purl.jp/bio/10/gmo/GMO_001239>	"Xylose | キシロース"		
<http://purl.jp/bio/10/gmo/GMO_001240>	"2,3-Butanediol | 2,3-ブタンジオール"		"2,3-Butanediol"
<http://purl.jp/bio/10/gmo/GMO_001241>	"Potassium thiocyanate | チオシアン酸カリウム"		
<http://purl.jp/bio/10/gmo/GMO_001242>	"Oxoid &trade; Reinforced clostridial medium | 強化クロストリジア培地 (Oxoid)"		
<http://purl.jp/bio/10/gmo/GMO_001243>	"Daigo's IMK medium (Nihon seiyaku) | ダイゴIMK培地 (日本製薬)"	"Daigo's IMK medium (Wako)"	"ダイゴIMK培地, 海産微細藻類培養用 (日本製薬)"
<http://purl.jp/bio/10/gmo/GMO_001244>	"トマト | Tomato"		
<http://purl.jp/bio/10/gmo/GMO_001245>	"Casein peptone | カゼインペプトン"		"An enzymatic digest or acid hydrolysates of casein"
<http://purl.jp/bio/10/gmo/GMO_001246>	"Bonito extract"		
<http://purl.jp/bio/10/gmo/GMO_001247>	"Ascorbic acid | アスコルビン酸"		"Ascorbic acid"
<http://purl.jp/bio/10/gmo/GMO_001248>	"Quinic acid | キナ酸"		
<http://purl.jp/bio/10/gmo/GMO_001249>	"Trisodium citrate dihydrate | クエン酸三ナトリウム二水和物"		
<http://purl.jp/bio/10/gmo/GMO_001250>	"ゲランガム | Gellan gum"		"A water solble polymer of tetrasacchahhride produced by Pseudomonas elodea."
<http://purl.jp/bio/10/gmo/GMO_001251>	"Soybean peptone | 大豆ペプトン"	"Soya peptone | Soy peptone"	"Enzymatic digest of soybean meal/flour"
<http://purl.jp/bio/10/gmo/GMO_001252>	"Molybdenum trioxide | モリブデン(VI)トリオキシド"		
<http://purl.jp/bio/10/gmo/GMO_001253>	"Pyridoxine dihydrochloride"		
<http://purl.jp/bio/10/gmo/GMO_001254>	"Bacto &trade; Todd Hewitt broth"		"Todd Hewitt Broth is a general-purpose medium, which primarily is used for the cultivation of beta-hemolytic strepto- cocci, especially for serological studies"
<http://purl.jp/bio/10/gmo/GMO_001255>	"塩化アルミニウム | Aluminum chloride"		"Aluminum chloride"
<http://purl.jp/bio/10/gmo/GMO_001256>	"Sodium n-hexanoate"		
<http://purl.jp/bio/10/gmo/GMO_001257>	"Obsolete: Bacto PPLO broth w/o CV (Difco)"		
<http://purl.jp/bio/10/gmo/GMO_001258>	"n-Butanol"	"normal butanol | n-butyl alcohol"	
<http://purl.jp/bio/10/gmo/GMO_001259>	"Cheese whey"		
<http://purl.jp/bio/10/gmo/GMO_001260>	"Dry yeast"		
<http://purl.jp/bio/10/gmo/GMO_001261>	"Dithionite | 亜ジチオン酸塩"		
<http://purl.jp/bio/10/gmo/GMO_001262>	"Obsolete: Cobalt nitrate hexahydrate | 硝酸コバルト(II) 6水和物"		
<http://purl.jp/bio/10/gmo/GMO_001263>	"Pyruvate solution | ピルビン酸溶液"		
<http://purl.jp/bio/10/gmo/GMO_001264>	"Estradiol | エストラジオール"		
<http://purl.jp/bio/10/gmo/GMO_001265>	"塩化亜鉛二水和物 | Zinc chloride dihydrate"		
<http://purl.jp/bio/10/gmo/GMO_001266>	"塩化マグネシウム二水和物 | Magnesium chloride dihydrate"		
<http://purl.jp/bio/10/gmo/GMO_001268>	"Dextrin | デキストリン"		
<http://purl.jp/bio/10/gmo/GMO_001269>	"Turbo cornutus meat cut | サザエ"		
<http://purl.jp/bio/10/gmo/GMO_001270>	"Iron(II) chloride | 塩化鉄(II)"	"Ferrous chloride"	
<http://purl.jp/bio/10/gmo/GMO_001271>	"チミン | Thymine"		
<http://purl.jp/bio/10/gmo/GMO_001272>	"Rhamnose"		
<http://purl.jp/bio/10/gmo/GMO_001273>	"Glycerol monostearate"		
<http://purl.jp/bio/10/gmo/GMO_001274>	"Tris hydrochloride buffer"		
<http://purl.jp/bio/10/gmo/GMO_001275>	"Cycloheximide | シクロヘキシミド"	"Naramycin A | Actidione"	
<http://purl.jp/bio/10/gmo/GMO_001276>	"Trypticase"		
<http://purl.jp/bio/10/gmo/GMO_001277>	"Zinc sulfate solution | 硫酸亜鉛溶液"		
<http://purl.jp/bio/10/gmo/GMO_001278>	"Thiamine hydrochloride dihydrate"		
<http://purl.jp/bio/10/gmo/GMO_001279>	"Dithionite solution | 亜ジチオン酸塩溶液"		
<http://purl.jp/bio/10/gmo/GMO_001280>	"硫酸ニッケル(II)アンモニウム | Nickel ammonium sulfate"		
<http://purl.jp/bio/10/gmo/GMO_001281>	"重炭酸アンモニウム | Ammonium bicarbonate"	"Ammonium hydrogen carbonate"	"Ammonium bicarbonate"
<http://purl.jp/bio/10/gmo/GMO_001282>	"Chrysalis extract"		
<http://purl.jp/bio/10/gmo/GMO_001283>	"Sodium terephthalate"		
<http://purl.jp/bio/10/gmo/GMO_001284>	"Carboxymethyl cellulose | カルボキシメチルセルロース"	"Croscarmellose | CMC | カルメロース | Carmellose"	
<http://purl.jp/bio/10/gmo/GMO_001285>	"GAMブイヨン (ニッスイ) | GAM broth (Nissui)"		"Gifu Anaerobic Medium Broth, modified, for common culture and susceptibility test"
<http://purl.jp/bio/10/gmo/GMO_001286>	"塩化マグネシウム六水和物溶液 | Magnesium chloride hexahydrate solution"		
<http://purl.jp/bio/10/gmo/GMO_001287>	"Bacto &trade; Tryptic soy broth without dextrose"		
<http://purl.jp/bio/10/gmo/GMO_001288>	"Sodium propionate | プロピオン酸ナトリウム"		
<http://purl.jp/bio/10/gmo/GMO_001289>	"活性炭 | Activated carbon"		"Activated carbon"
<http://purl.jp/bio/10/gmo/GMO_001290>	"V-8 Juice"		
<http://purl.jp/bio/10/gmo/GMO_001291>	"Difco &trade; ISP medium 1"	"Tryptone-Yeast Extract Broth"	"ISP (International Streptomyces Project) media is a medium which is used for selecting stable properties and reproducible procedures for characterization of Streptomyces species"
<http://purl.jp/bio/10/gmo/GMO_001292>	"Yeast extract solution | 酵母エキス溶液"		
<http://purl.jp/bio/10/gmo/GMO_001293>	"Iron(III) chloride tetrahydrate | 塩化鉄(III)四水和物"		
<http://purl.jp/bio/10/gmo/GMO_001294>	"Crotonic acid | クロトン酸"		
<http://purl.jp/bio/10/gmo/GMO_001295>	"Difco &trade; Marine agar 2216"		"Marine agar 2216 is used for cultivat- ing heterotrophic marine bacteria"
<http://purl.jp/bio/10/gmo/GMO_001296>	"Sludge fluid | 汚泥液"		
<http://purl.jp/bio/10/gmo/GMO_001297>	"Bacto &trade; Blood agar base"		
<http://purl.jp/bio/10/gmo/GMO_001298>	"フマル酸ジナトリウム | Disodium fumarate"		
<http://purl.jp/bio/10/gmo/GMO_001299>	"2-メチル酪酸 | alpha-Methylbutyric acid | Obsolete: alpha-Methylbutyric acid"	"2-methylbutyric acid"	"alpha-Methylbutyric acid"
<http://purl.jp/bio/10/gmo/GMO_001300>	"Sodium hydroxide solution | 水酸化ナトリウム溶液"		
<http://purl.jp/bio/10/gmo/GMO_001301>	"Cow manure | 牛糞"		
<http://purl.jp/bio/10/gmo/GMO_001302>	"Difco &trade; Nutrient agar"		
<http://purl.jp/bio/10/gmo/GMO_001303>	"メチルアミン塩酸塩 | Methylamine hydrochloride"		
<http://purl.jp/bio/10/gmo/GMO_001304>	"Iron(III) sulfate n-hydrate | 硫酸鉄(III)Ｎー水和物"		
<http://purl.jp/bio/10/gmo/GMO_001305>	"Calcium lactate | 乳酸カルシウム"		
<http://purl.jp/bio/10/gmo/GMO_001306>	"Malt extract agar (Nissui)"		
<http://purl.jp/bio/10/gmo/GMO_001307>	"Naphthalene | ナフタレン"		
<http://purl.jp/bio/10/gmo/GMO_001308>	"Potassium phosphate buffer | リン酸カリウム溶液"		
<http://purl.jp/bio/10/gmo/GMO_001309>	"塩化コバルト | Cobalt dichloride"	"Cobalt(II) chloride"	
<http://purl.jp/bio/10/gmo/GMO_001310>	"Dried shrimp"		
<http://purl.jp/bio/10/gmo/GMO_001311>	"Murashige and Skoog plant salt mixture | ムラシゲ・スクーグ培地用混合塩類"	"Murashige & Skoog's plant salt mixture"	"\"A Revised Medium for Rapid Growth and Bio Assays with Tobacco Tissue Cultures\"\nToshio Murashige andFolke Skoog\nDOI: 10.1111/j.1399-3054.1962.tb08052.x\nPhysiologia Plantarum, Volume 15, Issue 3, pages 473-497, July 1962"
<http://purl.jp/bio/10/gmo/GMO_001312>	"ヘミン | Hemin"	"Hematin | Haemin | ヘマチン"	"An iron-containing porphyrin"
<http://purl.jp/bio/10/gmo/GMO_001313>	"Oxoid &trade; Peptonized milk"		"A pancreatic digest of high grade skimmed milk powder."
<http://purl.jp/bio/10/gmo/GMO_001314>	"Autolyzed Yeast Extract"		
<http://purl.jp/bio/10/gmo/GMO_001315>	"Sodium sulfide solution | 硫化ナトリウム溶液"		
<http://purl.jp/bio/10/gmo/GMO_001316>	"Casein (Sigma)"		
<http://purl.jp/bio/10/gmo/GMO_001317>	"Potassium bicarbonate | 炭酸水素カリウム"		
<http://purl.jp/bio/10/gmo/GMO_001318>	"Cysteine | システイン"		
<http://purl.jp/bio/10/gmo/GMO_001319>	"チオグリコール酸溶液 | Thioglycolic acid solution"	"Mercaptoacetic acid solution"	
<http://purl.jp/bio/10/gmo/GMO_001320>	"BL agar (Nissui)"	"Glucose blood liver agar"	
<http://purl.jp/bio/10/gmo/GMO_001321>	"Sodium citrate solution | クエン酸ナトリウム溶液"		
<http://purl.jp/bio/10/gmo/GMO_001322>	"Hipolypepton (Nihon seiyaku) | ハイポリペプトン (日本製薬)"	"Polypepton | Polypepton (Wako) | Hipolypeptone (Wako)"	"Mixtures of two or more peptones, typically mixtures of casein peptones and meat peptones."
<http://purl.jp/bio/10/gmo/GMO_001323>	"硫化ナトリウム | Sodium sulfide"		
<http://purl.jp/bio/10/gmo/GMO_001324>	"Glutamate | グルタミン酸"		
<http://purl.jp/bio/10/gmo/GMO_001325>	"Sodium hygromycin solution | ハイグロマイシンナトリウム溶液"		
<http://purl.jp/bio/10/gmo/GMO_001326>	"トリス塩酸 | Tris hydrochloride"		
<http://purl.jp/bio/10/gmo/GMO_001327>	"DL-メチオニン | DL-Methionine"	"LD-Methionine"	
<http://purl.jp/bio/10/gmo/GMO_001328>	"グルタチオン | Glutathione"		
<http://purl.jp/bio/10/gmo/GMO_001329>	"Sodium nitrite | 亜硝酸ナトリウム"		
<http://purl.jp/bio/10/gmo/GMO_001330>	"Sodium aspartate | アスパラギン酸ナトリウム"		
<http://purl.jp/bio/10/gmo/GMO_001331>	"L-Cystine | L-シスチン"		
<http://purl.jp/bio/10/gmo/GMO_001332>	"硫酸バナジル二水和物 | Vanadyl sulfate dihydrate"		
<http://purl.jp/bio/10/gmo/GMO_001333>	"Bovine serum albumin fraction V (Roche)"		
<http://purl.jp/bio/10/gmo/GMO_001334>	"Phenanthrene | フェナントレン"		
<http://purl.jp/bio/10/gmo/GMO_001335>	"尿酸 | Uric acid"		
<http://purl.jp/bio/10/gmo/GMO_001336>	"安息香酸ナトリウム | Sodium benzoate"		
<http://purl.jp/bio/10/gmo/GMO_001337>	"Iron(II) sulfate | 硫酸鉄(II)"	"Ferrous sulfate"	
<http://purl.jp/bio/10/gmo/GMO_001338>	"Tin(II) chloride dihydrate | 塩化スズ（II）二水和物"		
<http://purl.jp/bio/10/gmo/GMO_001339>	"デンプン トウモロコシ由来 (Sigma) | Starch from corn (SIGMA) | Starch from corn (Sigma)"	"コーンスターチ | Cornstarch"	
<http://purl.jp/bio/10/gmo/GMO_001340>	"Obsolete: Bacto nutrient broth dehydrated (Difco)"		
<http://purl.jp/bio/10/gmo/GMO_001341>	"Sodium metasilicate | ケイ酸ナトリウム"		
<http://purl.jp/bio/10/gmo/GMO_001342>	"Manganese sulfate solution | 硫酸マンガン(II)溶液"		
<http://purl.jp/bio/10/gmo/GMO_001343>	"Catalase | カタラーゼ"		
<http://purl.jp/bio/10/gmo/GMO_001344>	"Difco &trade; Nutrient broth"		
<http://purl.jp/bio/10/gmo/GMO_001345>	"Brown rice flakes"		
<http://purl.jp/bio/10/gmo/GMO_001346>	"Soy protein isolate | ソイプロテインアイソレート"		
<http://purl.jp/bio/10/gmo/GMO_001347>	"Chloramphenicol | クロラムフェニコール"		
<http://purl.jp/bio/10/gmo/GMO_001348>	"ABCM agar (Eiken)"		"Anaerobic bacterial culture medium (ABCM) agar (Eiken)"
<http://purl.jp/bio/10/gmo/GMO_001349>	"Sodium tetrathionate | テトラチオン酸ナトリウム"		
<http://purl.jp/bio/10/gmo/GMO_001350>	"Arabinose | アラビノース"		"Arabinose"
<http://purl.jp/bio/10/gmo/GMO_001351>	"ブロモフェノールブルー | Bromophenol blue"		"This is used as an acid-base indeicator, a color maker and a dye."
<http://purl.jp/bio/10/gmo/GMO_001352>	"Sodium dihydrogen phosphate | リン酸二水素ナトリウム"	"Sodium phosphate monobasic anhydrous | Anhydrous monobasic sodium phosphate | Monosodium phosphate"	
<http://purl.jp/bio/10/gmo/GMO_001353>	"Iron(II) sulfate heptahydrate solution | 硫酸鉄(II)七水和物溶液"	"Ferrous sulfate heptahydrate solution"	
<http://purl.jp/bio/10/gmo/GMO_001354>	"Sodium dithionite | 亜ジチオン酸ナトリウム"	"Sodium hydrosulfite"	
<http://purl.jp/bio/10/gmo/GMO_001355>	"塩化ナトリウム溶液 | Sodium chloride solution"		
<http://purl.jp/bio/10/gmo/GMO_001356>	"Thioglycolic acid | チオグリコール酸"	"Mercaptoacetic acid"	
<http://purl.jp/bio/10/gmo/GMO_001357>	"Calcium chloride solution | 塩化カルシウム溶液"		
<http://purl.jp/bio/10/gmo/GMO_001358>	"Ground Sesami powder"		
<http://purl.jp/bio/10/gmo/GMO_001359>	"Obsolete: BBL Trypticase pepton"		"A pancreatic digests of casein"
<http://purl.jp/bio/10/gmo/GMO_001360>	"硫酸亜鉛七水和物溶液 | Zinc sulfate heptahydrate solution"		
<http://purl.jp/bio/10/gmo/GMO_001361>	"酒石酸アンモニウム | Ammonium tartrate"		"Ammonium tartrate"
<http://purl.jp/bio/10/gmo/GMO_001362>	"Sodium L-lactate"		
<http://purl.jp/bio/10/gmo/GMO_001363>	"Sodium lactate solution | 乳酸ナトリウム溶液"		
<http://purl.jp/bio/10/gmo/GMO_001364>	"Difco &trade; heart infusion agar | Difco &trade; Heart infusion agar"		
<http://purl.jp/bio/10/gmo/GMO_001365>	"Corn and fish meal mixture (feed for birds)"		
<http://purl.jp/bio/10/gmo/GMO_001366>	"Copper(II) sulfate heptahydrate solution"		
<http://purl.jp/bio/10/gmo/GMO_001367>	"チアミン溶液 | Thiamin solution"		
<http://purl.jp/bio/10/gmo/GMO_001368>	"メバロン酸 | Mevalonic acid"		
<http://purl.jp/bio/10/gmo/GMO_001369>	"Sorbitol | ソルビトール"		"A sugar alcohol."
<http://purl.jp/bio/10/gmo/GMO_001370>	"D-Alanine | D-アラニン"		"D-Alanine, D-isomer of alanin which is an alphan amino acid"
<http://purl.jp/bio/10/gmo/GMO_001371>	"カナマイシン硫酸塩溶液 | Kanamycin sulfate solution"		
<http://purl.jp/bio/10/gmo/GMO_001372>	"TAPS"		"TAPS is one of the Good's buffers"
<http://purl.jp/bio/10/gmo/GMO_001373>	"硫化ナトリウムーシステイン溶液 | Disodium sulfide-Cysteine solution"	"Sodium sulfide-Cysteine solution"	
<http://purl.jp/bio/10/gmo/GMO_001374>	"Potato dextrose agar (Nissui) | ポテトデキストロース寒天培地「ニッスイ」"		
<http://purl.jp/bio/10/gmo/GMO_001375>	"Allantoin | アラントイン"	"Glyoxyldiureide | 5-Ureidohydantoin"	"Allantoin"
<http://purl.jp/bio/10/gmo/GMO_001376>	"Oxoid &trade; M17 broth"		
<http://purl.jp/bio/10/gmo/GMO_001377>	"Oxoid &trade; Czapek-dox liquid medium, modified"		
<http://purl.jp/bio/10/gmo/GMO_001378>	"Methionine | メチオニン"		
<http://purl.jp/bio/10/gmo/GMO_001379>	"リン酸二アンモニウム | Ammonium hydrogen phosphate"	"DAP | Diammonium phosphate"	"Ammonium hydrogen phosphate"
<http://purl.jp/bio/10/gmo/GMO_001380>	"モリブデン酸ナトリウム溶液 | Sodium molybdate solution"		
<http://purl.jp/bio/10/gmo/GMO_001381>	"硫酸マンガン(II)七水和物 | Manganese sulfate heptahydrate"	"Manganous sulfate heptahydrate"	
<http://purl.jp/bio/10/gmo/GMO_001382>	"Bacto &trade; Yeast nitrogen base without amino acids and ammonium sulfate"		"DifcoBBLmanual 2nd ed. p628-632"
<http://purl.jp/bio/10/gmo/GMO_001383>	"Biphenyl"		
<http://purl.jp/bio/10/gmo/GMO_001384>	"Kanamycin solution | カナマイシン溶液"		
<http://purl.jp/bio/10/gmo/GMO_001385>	"DL-Tryptophan | DL-トリプトファン"	"LD-Tryptophan"	
<http://purl.jp/bio/10/gmo/GMO_001386>	"ポリソルベート60 | Polysorbate 60"	"Tween &reg; 60"	
<http://purl.jp/bio/10/gmo/GMO_001387>	"Titanium(III) chloride solution | 塩化チタン(III)溶液"		
<http://purl.jp/bio/10/gmo/GMO_001388>	"Ground beef (fat free)"		
<http://purl.jp/bio/10/gmo/GMO_001389>	"Keratin | ケラチン"		
<http://purl.jp/bio/10/gmo/GMO_001390>	"Obsolete: Marine Agar"		
<http://purl.jp/bio/10/gmo/GMO_001391>	"アセトイン | Acetoin"	"3-hydroxybutanone | 3-ヒドロキシ-2-ブタノン | Acetyl methyl carbinol"	"Acetoin"
<http://purl.jp/bio/10/gmo/GMO_001392>	"Difco &trade; Yeast carbon base"		"A medium which is used for classifying yeasts based on nitrogen assimilation. | Difco(TM) Yeast Carbon Base. Cat. No. 239110"
<http://purl.jp/bio/10/gmo/GMO_001393>	"Iron(II) sulfate solution | 硫酸鉄(II)溶液"	"Ferrous sulfate solution"	
<http://purl.jp/bio/10/gmo/GMO_001394>	"塩化アンモニウム溶液 | Ammonium chloride solution"		"Ammonium chloride solution"
<http://purl.jp/bio/10/gmo/GMO_001395>	"Gelatin | ゼラチン"		
<http://purl.jp/bio/10/gmo/GMO_001396>	"Sodium acetate trihydrate | 酢酸ナトリウム三水和物"		
<http://purl.jp/bio/10/gmo/GMO_001397>	"Fetal bovine serum, heat-inactivated"		
<http://purl.jp/bio/10/gmo/GMO_001398>	"硫酸アデニン | Adenine sulfate"		"Adenine sulfate"
<http://purl.jp/bio/10/gmo/GMO_001399>	"細菌用ペプトン | Bacteriological peptone"		
<http://purl.jp/bio/10/gmo/GMO_001400>	"Vegetable juice"		
<http://purl.jp/bio/10/gmo/GMO_001401>	"Xylan | キシラン"		
<http://purl.jp/bio/10/gmo/GMO_001402>	"Casein sodium | カゼインナトリウム塩"	"Casein sodium salt | Sodium caseinate"	
<http://purl.jp/bio/10/gmo/GMO_001403>	"レサズリン溶液 | Resazurin solution"		
<http://purl.jp/bio/10/gmo/GMO_001404>	"N-acetylglucosamine | N-アセチルグルコサミン"	"N-acetyl-D-glucosamine | GlcNAc"	
<http://purl.jp/bio/10/gmo/GMO_001405>	"Sodium glycerophosphate | β-グリセロリン酸二ナトリウム"	"Sodium 2-glycerophosphate | Disodium beta-glycerophosphate"	
<http://purl.jp/bio/10/gmo/GMO_001406>	"Obsolete: Casein hydrolysate"		
<http://purl.jp/bio/10/gmo/GMO_001407>	"Environmental water"		
<http://purl.jp/bio/10/gmo/GMO_001408>	"Trypticase soy"		
<http://purl.jp/bio/10/gmo/GMO_001409>	"Dried yeast extract D-3 | 粉末酵母エキス D-3"		
<http://purl.jp/bio/10/gmo/GMO_001410>	"Iron granule | 鉄顆粒"		
<http://purl.jp/bio/10/gmo/GMO_001411>	"Leucine | ロイシン"		
<http://purl.jp/bio/10/gmo/GMO_001412>	"キトサン | Chitosan"		
<http://purl.jp/bio/10/gmo/GMO_001413>	"Peptic peptone (USB)"		"Peptic hydrolysate of beef tissue"
<http://purl.jp/bio/10/gmo/GMO_001414>	"Dichloran"		
<http://purl.jp/bio/10/gmo/GMO_001415>	"酢酸ナトリウム溶液 | Sodium acetate solution"		
<http://purl.jp/bio/10/gmo/GMO_001416>	"Wine | ワイン"		
<http://purl.jp/bio/10/gmo/GMO_001418>	"TAPSO"	"N-[Tris(hydroxymethyl)methyl]-3-amino-2-hydroxypropanesulfonic acid"	"TAPSO is one of the Good's buffers"
