?class	?labels	?synonyms	?definitions
<http://purl.jp/bio/10/gmo/GMO_001916>	"Phosphate buffer"		"Preparation: Mix 50 ml of 1.0 M KH2PO4 (GMO_001468: Potassium phosphate monobasic solution) and 50 ml of 1.o M Na2HPO4 (GMO_001505: Disodium phosphate solution) to prepare 100 ml of 1.0 M phosphate buffer."
<http://purl.jp/bio/10/gmo/GMO_001917>	"10xCMD stock solution"		"CMD stock solution, 10 times strength"
<http://purl.jp/bio/10/gmo/GMO_001918>	"Crotonic acid solution | クロトン酸溶液"		
<http://purl.jp/bio/10/gmo/GMO_001919>	"Fluka Fish peptone | 魚粉ペプトン"		
<http://purl.jp/bio/10/gmo/GMO_001920>	"EDTA solution "		
<http://purl.jp/bio/10/gmo/GMO_001921>	"EDTA monosodium iron(III) solution | エチレンジアミン四酢酸鉄(III)ナトリウム溶液"		
<http://purl.jp/bio/10/gmo/GMO_001922>	"Cobalt dichloride hexahydrate solution "		
<http://purl.jp/bio/10/gmo/GMO_001923>	"Nickel chloride hexahydrate solution | 塩化ニッケル(II)六水和物溶液"		
<http://purl.jp/bio/10/gmo/GMO_001924>	"Homo-PIPES"	"Hexahydro-1H-1,4-diazepine-1,4-bis(2-ethanesulfonic acid) | Homopiperazine-1,4-bis(2-ethanesulfonic acid) | HomoPIPES"	"pH: 3.9 - 5.1, pKa: 4.55 (37C)"
<http://purl.jp/bio/10/gmo/GMO_001925>	"Homo-PIPES solution"	"Hexahydro-1H-1,4-diazepine-1,4-bis(2-ethanesulfonic acid) solution | HomoPIPES solution"	"pH: 3.9 - 5.1, pKa: 4.55 (37C)"
<http://purl.jp/bio/10/gmo/GMO_001926>	"酢酸塩 | Acetate"		"Acetate"
<http://purl.jp/bio/10/gmo/GMO_001927>	"チオ硫酸塩 | Thiosulfate"		
<http://purl.jp/bio/10/gmo/GMO_001928>	"Sugar solution (JCM 537)"		
<http://purl.jp/bio/10/gmo/GMO_001929>	"Corn starch"		
<http://purl.jp/bio/10/gmo/GMO_001930>	"Demineralized Water"		
<http://purl.jp/bio/10/gmo/GMO_001931>	"塩化マグネシウム無水物 | Magnesium chloride anhydrous"		
<http://purl.jp/bio/10/gmo/GMO_001932>	"Iron(II) disulfide | 黄鉄鉱"	"Fool's gold | Pyrite"	
<http://purl.jp/bio/10/gmo/GMO_001933>	"硫化鉱 | Sulfide mineral"	"Sulfide ore"	
<http://purl.jp/bio/10/gmo/GMO_001934>	"硫酸コバルト(II) | Cobalt(II) sulfate"		
<http://purl.jp/bio/10/gmo/GMO_001935>	"Oxoid &trade; Yeast extract powder"	"Oxoid &trade; Yeast Extract Powder"	
<http://purl.jp/bio/10/gmo/GMO_001936>	"DL-パントテン酸カルシウム | DL-Calcium pantothenate"		
<http://purl.jp/bio/10/gmo/GMO_001937>	"オレイン酸 | Oleic acid"		
<http://purl.jp/bio/10/gmo/GMO_001938>	"Catalase (beef)"		
<http://purl.jp/bio/10/gmo/GMO_001939>	"D(+)-Biotin"		
<http://purl.jp/bio/10/gmo/GMO_001940>	"D-Calcium pantothenate"		
<http://purl.jp/bio/10/gmo/GMO_001941>	"土 | Soil"		
<http://purl.jp/bio/10/gmo/GMO_001942>	"Charcoal activated (Sigma)"		
<http://purl.jp/bio/10/gmo/GMO_001943>	"Bacto &trade; Proteose peptone No. 2"		
<http://purl.jp/bio/10/gmo/GMO_001944>	"揮発性脂肪酸 | Volatile fatty acid"	"VFA | Short-chain fatty acid"	"Fatty acids with less than six carbon atoms. It includes formic acds, acetic acids, propionic acids, butyric acids. | Fatty acids with less than six carbon atoms."
<http://purl.jp/bio/10/gmo/GMO_001945>	"3-クロロ-4-ヒドロキシフェニル酢酸 | 3-Chloro-4-hydroxyphenylacetic acid"		
<http://purl.jp/bio/10/gmo/GMO_001946>	"Difco &trade; TC Yeastolate, UF"	"Difco &trade; Yeastolate, UF"	
<http://purl.jp/bio/10/gmo/GMO_001947>	"BBL &trade; Brain heart infusion agar"	"BBL &trade;\tBrain Heart Infusion Agar"	
<http://purl.jp/bio/10/gmo/GMO_001948>	"BBL &trade; Mueller Hinton broth | BBL &trade; ミューラー・ヒントンブロス"	"BBL &trade; Mueller hinton Broth (Not cation-adjusted)"	
<http://purl.jp/bio/10/gmo/GMO_001949>	"Difco &trade; Mueller Hinton agar"	"Difco &trade; Mueller hinton Agar"	
<http://purl.jp/bio/10/gmo/GMO_001950>	"Gelatin peptone"		
<http://purl.jp/bio/10/gmo/GMO_001951>	"Potassium chloride solution | 塩化カリウム溶液"		
<http://purl.jp/bio/10/gmo/GMO_001952>	"Wolfe's vitamin solution | ウルフビタミン溶液"		
<http://purl.jp/bio/10/gmo/GMO_001953>	"Wolfe's mineral elixir"		
<http://purl.jp/bio/10/gmo/GMO_001954>	"Strontium chloride solution | 塩化ストロンチウム溶液"		
<http://purl.jp/bio/10/gmo/GMO_001955>	"Strontium chloride hexahydrate solution | 塩化ストロンチウム六水和物水溶液"		
<http://purl.jp/bio/10/gmo/GMO_001956>	"Ammonium iron(II) sulfate heptahydrate solution | 硫酸アンモニウム鉄(II)七水和物溶液"		
<http://purl.jp/bio/10/gmo/GMO_001957>	"ヨウ化カリウム溶液 | Potassium iodide solution"		
<http://purl.jp/bio/10/gmo/GMO_001958>	"EDTA disodium magnesium salt"		
<http://purl.jp/bio/10/gmo/GMO_001959>	"フマル酸 | Fumaric acid"		
<http://purl.jp/bio/10/gmo/GMO_001960>	"Gibco &trade; Horse serum, heat inactivated, New Zealand origin"		
<http://purl.jp/bio/10/gmo/GMO_001961>	"Horse serum, heat inactivated | ウマ血清 (非働化処理済み)"		
<http://purl.jp/bio/10/gmo/GMO_001962>	"Disodium EDTA solution"		
<http://purl.jp/bio/10/gmo/GMO_001963>	"Potassium phosphate dibasic trihydrate solution"		
<http://purl.jp/bio/10/gmo/GMO_001964>	"Bovine serum-derived component | ウシ血清由来成分"		
<http://purl.jp/bio/10/gmo/GMO_001965>	"Rabbit serum-derived component | ウサギ血清由来成分"		
<http://purl.jp/bio/10/gmo/GMO_001966>	"SOB medium"	"Super Optimal Broth"	"Super Optimal Broth (SOB) is a nutrient-rich bacterial growth medium"
<http://purl.jp/bio/10/gmo/GMO_001967>	"Water solvent"		
<http://purl.jp/bio/10/gmo/GMO_001968>	"Iron(II) dichloride dihydrate | 塩化鉄(II)二水和物"		
<http://purl.jp/bio/10/gmo/GMO_001969>	"CRITERION &trade; Pancreatic digest of casein (Hardy diagnostics)"		"C6530, C6531, C6532, C6533, and C6534 are the catalog numbers of the products with different volumes."
<http://purl.jp/bio/10/gmo/GMO_001970>	"Pancreatic digest of gelatin | ゼラチンの膵消化物"		
<http://purl.jp/bio/10/gmo/GMO_001971>	"CRITERION &trade; Pancreatic digest of gelatin (Hardy diagnostics)"		
<http://purl.jp/bio/10/gmo/GMO_001972>	"BBL &trade; Gelysate &trade; peptone"		
<http://purl.jp/bio/10/gmo/GMO_001973>	"Sucrose solution | スクロース水溶液"		
<http://purl.jp/bio/10/gmo/GMO_001974>	"Iron(III) phospate | リン酸鉄(III)"	"Ferric phosphate"	
<http://purl.jp/bio/10/gmo/GMO_001975>	"メタバナジン酸ナトリウム | Sodium metavanadate"		
<http://purl.jp/bio/10/gmo/GMO_001976>	"Columbia agar base"		
<http://purl.jp/bio/10/gmo/GMO_001977>	"Quaker White Oats | クエーカーホワイトオーツ"		
<http://purl.jp/bio/10/gmo/GMO_001978>	"Vitamin B6 | ビタミンB6"		
<http://purl.jp/bio/10/gmo/GMO_001979>	"テトラサイクリン | Tetracycline"	"Achromycin"	
<http://purl.jp/bio/10/gmo/GMO_001980>	"Benzylpenicillin | ベンジルペニシリン"	"Penicillin G | ペニシリンG"	
<http://purl.jp/bio/10/gmo/GMO_001981>	"Bacitracin | バシトラシン"	"Agfivin"	
<http://purl.jp/bio/10/gmo/GMO_001982>	"Methicillin | メチシリン"	"Meticillin"	
<http://purl.jp/bio/10/gmo/GMO_001983>	"クエン酸 一水和物 | Citric acid monohydrate"		
<http://purl.jp/bio/10/gmo/GMO_001984>	"Ammonium heptamolybdate | 七モリブデン酸六アンモニウム"	"モリブデン酸アンモニウム"	
<http://purl.jp/bio/10/gmo/GMO_001985>	"Guanine | グアニン"	"Guanin"	
<http://purl.jp/bio/10/gmo/GMO_001986>	"キサンチン | Xanthine"	"Xanthin"	
<http://purl.jp/bio/10/gmo/GMO_001987>	"イノシン | Inosine"	"Hypoxanthine riboside"	
<http://purl.jp/bio/10/gmo/GMO_001988>	"Orotic acid | オロト酸"	"Vitamin B13 | Uracil-6-carboxylic acid"	
<http://purl.jp/bio/10/gmo/GMO_001989>	"Gentamicin | ゲンタマイシン"	"Garamycin"	
<http://purl.jp/bio/10/gmo/GMO_001990>	"乳酸 | Lactic acid"		
<http://purl.jp/bio/10/gmo/GMO_001991>	"DL-乳酸 | DL-Lactic acid"		
<http://purl.jp/bio/10/gmo/GMO_001992>	"Malic acid | リンゴ酸"		
<http://purl.jp/bio/10/gmo/GMO_001993>	"DL-リンゴ酸 | DL-Malic acid"	"Malic acid | Malate"	
<http://purl.jp/bio/10/gmo/GMO_001994>	"Chromium(III) nitrate nonahydrate | ヘプタモリブデン酸アンモニウム四水和物"	"Chromic nitrate nonahydrate | Chromium trinitrate nonahydrate"	
<http://purl.jp/bio/10/gmo/GMO_001995>	"Chromium(III) nitrate | ヘプタモリブデン酸アンモニウム"		
<http://purl.jp/bio/10/gmo/GMO_001996>	"Selenium dioxide | 二酸化セレン"	"Selenium(IV) dioxide"	
<http://purl.jp/bio/10/gmo/GMO_001997>	"β-グリセリンリン酸二ナトリウム五水和物 | Sodium 2-glycerophosphate pentahydrate"	"beta-Glycerophosphate, disodium salt, pentahydrate"	
<http://purl.jp/bio/10/gmo/GMO_001998>	"Bicine | ビシン"	"C6H13NO4"	"Bicin is one of the Good's buffers | An organic compound used as a buffering agent."
<http://purl.jp/bio/10/gmo/GMO_001999>	"Difco &trade; Leptospira medium base EMJH"		"A medium composed of disodium Phosphate, monopotassium phosphate,  sodium chloride, ammonium chloride, and thiamine, which is used for cultivation of Leptospira species."
<http://purl.jp/bio/10/gmo/GMO_002000>	"D-Xylose | D-キシロース"		
<http://purl.jp/bio/10/gmo/GMO_002001>	"D-Galacturonic acid | D-ガラクツロン酸"		
<http://purl.jp/bio/10/gmo/GMO_002002>	"L-Arabinose | L-アラビノース | L-arabinose"		
<http://purl.jp/bio/10/gmo/GMO_002003>	"D-Arabinose | D-アラビノース"		
<http://purl.jp/bio/10/gmo/GMO_002004>	"L-Rhamnose | L-ラムノース"		
<http://purl.jp/bio/10/gmo/GMO_002005>	"Mannose | マンノース"		
<http://purl.jp/bio/10/gmo/GMO_002006>	"D-マンノース | D-Mannose"		
<http://purl.jp/bio/10/gmo/GMO_002007>	"D-Trehalose | D-トレハロース"		
<http://purl.jp/bio/10/gmo/GMO_002008>	"Xylan from oat spelts | キシラン カラスムギ由来"	"キシラン エンバク由来"	
<http://purl.jp/bio/10/gmo/GMO_002009>	"Xylan from beechwood | キシラン ブナ材由来"		
<http://purl.jp/bio/10/gmo/GMO_002010>	"キシラン トウモロコシ芯由来 | Xylan from corn core"		
<http://purl.jp/bio/10/gmo/GMO_002011>	"ガラクトマンナン | Galatcomannan"		"A group of polysaccharides consisting of a linear main chain of mannose ( with galactose side groups."
<http://purl.jp/bio/10/gmo/GMO_002012>	"Locust bean gum | ローカストビーンガム"		"The mannose:galactose ratio is about 4:1. | A galactomannan derived from locust bean seeds."
<http://purl.jp/bio/10/gmo/GMO_002013>	"Mannan from yeast"	"Mannan (Saccharomyces cerevisiae)"	
<http://purl.jp/bio/10/gmo/GMO_002014>	"Arabinan from sugar beet"		
<http://purl.jp/bio/10/gmo/GMO_002015>	"Arabinogalactan | アラビノガラクタン"		"A biopolymer consisting of arabinose and galactose monosaccharides."
<http://purl.jp/bio/10/gmo/GMO_002016>	"Arabinogalactan from Larch"		"A biopolymer from Larch woods, which consists of arabinose and galactose monosaccharides. | A biopolymer frmo Larch woods, which consists of arabinose and galactose monosaccharides."
<http://purl.jp/bio/10/gmo/GMO_002017>	"Laminarin | ラミナラン"		"A storage glucan"
<http://purl.jp/bio/10/gmo/GMO_002018>	"Laminarin from brown algae | ラミナラン ガゴメコンブ由来"		"Laminarin extracted from brown algae"
<http://purl.jp/bio/10/gmo/GMO_002019>	"Chitin | キチン"	"ポリ-(1→4)-β-N-アセチル-D-グルコサミン"	
<http://purl.jp/bio/10/gmo/GMO_002020>	"Chitin from shrimp shells"		
<http://purl.jp/bio/10/gmo/GMO_002021>	"塩化銅(I) | Copper(I) chloride"		
<http://purl.jp/bio/10/gmo/GMO_002022>	"Lactalbumin hydrolysate | ラクトアルブミン加水分解物"		
<http://purl.jp/bio/10/gmo/GMO_002023>	"BBL &trade; Brucella broth (BD) | BBL &trade; ブルセラブロス"		"A culture medium used for the cultivation of Brucella organisms."
<http://purl.jp/bio/10/gmo/GMO_002024>	"Sodium metabisulfite | ピロ亜硫酸ナトリウム"	"Sodium disulphite"	"An inorganic compound of chemical formula Na2S2O5."
<http://purl.jp/bio/10/gmo/GMO_002025>	"Difco &trade; Lactobacilli MRS Agar"		
<http://purl.jp/bio/10/gmo/GMO_002026>	"Difco &trade; LB agar, Miller"		
<http://purl.jp/bio/10/gmo/GMO_002027>	"Difco &trade; LB broth, Miller"		
<http://purl.jp/bio/10/gmo/GMO_002028>	"Bis-Tris"		
<http://purl.jp/bio/10/gmo/GMO_002029>	"DNA from fish sperm (SERVA) | デオキシリボ核酸 魚類精子由来（SERVA）"		
<http://purl.jp/bio/10/gmo/GMO_002030>	"Porcine serum | ブタ血清"		
<http://purl.jp/bio/10/gmo/GMO_002031>	"Porcine serum, heat inavtivated"		
<http://purl.jp/bio/10/gmo/GMO_002032>	"L-Arginine monohydrochloride solution | L-アルギニン一塩酸塩溶液"		
<http://purl.jp/bio/10/gmo/GMO_002033>	"Hexadecane | ヘキサデカン"		"A linear alkane hydrocarbon consisting of a chain of 16 carbon atoms."
<http://purl.jp/bio/10/gmo/GMO_002034>	"BBL &trade; Mycoplasma broth base"		"Cat. No. 211458 Dehydrated - 500 g"
<http://purl.jp/bio/10/gmo/GMO_002035>	"Gibco &trade; Autolyzed yeast extract (NEOGEN)"		
<http://purl.jp/bio/10/gmo/GMO_002036>	"Fastidious anaerobe agar"		
<http://purl.jp/bio/10/gmo/GMO_002037>	"トリス(ヒドロキシメチル)アミノメタン塩酸塩 | Tris(hydroxymethyl)aminomethane hydrochloride"	"Tris HCl | トリス塩酸塩 | Tris Hydrochloride"	
<http://purl.jp/bio/10/gmo/GMO_002038>	"塩化チタン(II) | Titanium(II) chloride"		
<http://purl.jp/bio/10/gmo/GMO_002039>	"Ammonium carbonate | 炭酸アンモニウム"	"Diammonium carbonate"	
<http://purl.jp/bio/10/gmo/GMO_002040>	"Tetrachloroethylene | テトラクロロエチレン"		
<http://purl.jp/bio/10/gmo/GMO_002041>	"イヌリン | Inulin"		
<http://purl.jp/bio/10/gmo/GMO_002042>	"Sodium hydrogen fumarate | フマル酸一ナトリウム"	"Monosodium fumarate"	
<http://purl.jp/bio/10/gmo/GMO_002043>	"硫酸ニッケル(II) | Nickel(II) sulfate"		
<http://purl.jp/bio/10/gmo/GMO_002044>	"Aluminium sulfate | 硫酸アルミニウム"	"Dialuminum trisulfate"	"A inorganic compound with the formula Al2(SO4)3"
<http://purl.jp/bio/10/gmo/GMO_002045>	"硫酸アンモニウム鉄(II)六水和物 | Ammonium ferrous sulfate hexahydrate"	"Iron ammonium sulfate hydrate | Ferrous ammonium sulfate hexahydrate"	
<http://purl.jp/bio/10/gmo/GMO_002046>	"Ammonium ferrous sulfate | 硫酸アンモニウム鉄(II)"	"モール塩 | 硫酸第二鉄アンモニウム | Mohr's Salt"	
<http://purl.jp/bio/10/gmo/GMO_002047>	"無水ケイ酸 | Silicon dioxide | 二酸化ケイ素"	"Silica | シリカ"	"An oxide of silicon with the chemical formula SiO2"
<http://purl.jp/bio/10/gmo/GMO_002048>	"Methylene blue | メチレンブルー"	"Methylthioninium chloride"	
<http://purl.jp/bio/10/gmo/GMO_002049>	"Mycobactin J | マイコバクチンJ"	"A siderophore used as a growth factor for the isolation of mycobactin-dependent Mycobacterium."	
<http://purl.jp/bio/10/gmo/GMO_002050>	"Magnesium chloride solution | 塩化マグネシウム溶液"		
<http://purl.jp/bio/10/gmo/GMO_002051>	"Pyruvic acid | ピルビン酸"	"2-オキソプロパン酸"	
<http://purl.jp/bio/10/gmo/GMO_002052>	"Nitriloacetic acid | ニトリロ酢酸"	"Carbonocyanidic acid"	
<http://purl.jp/bio/10/gmo/GMO_002053>	"リン酸水素アンモニウムナトリウム | Sodium ammonium phosphate"		
<http://purl.jp/bio/10/gmo/GMO_002054>	"リン酸水素アンモニウムナトリウム四水和物 | Sodium ammonium hydrogen phosphate tetrahydrate"	"Ammonium Sodium Hydrogenphosphate Tetrahydrate"	
<http://purl.jp/bio/10/gmo/GMO_002055>	"Ammonium metavanadate | メタバナジン酸アンモニウム"	"Ammonium vanadium oxide"	
<http://purl.jp/bio/10/gmo/GMO_002056>	"モリブデン酸ナトリウム 四水和物 | Sodium molybdate tetrahydrate"		
<http://purl.jp/bio/10/gmo/GMO_002057>	"Cholic acid | コール酸"		"A primary bile acid"
<http://purl.jp/bio/10/gmo/GMO_002058>	"4-Hydroxyphenylacetic acid | 4-ヒドロキシフェニル酢酸"	"p-Hydroxyphenylacetic acid"	
<http://purl.jp/bio/10/gmo/GMO_002059>	"Cycloserine | サイクロセリン"	"D-cycloserine"	
<http://purl.jp/bio/10/gmo/GMO_002060>	"Cefoxitin | セフォキシチン"	"Mefoxin | Rephoxitin"	
<http://purl.jp/bio/10/gmo/GMO_002061>	"Sodium succinate hexahydrate | コハク酸ナトリウム六水和物"		
<http://purl.jp/bio/10/gmo/GMO_002062>	"Sodium oxalate | シュウ酸ナトリウム"		
<http://purl.jp/bio/10/gmo/GMO_002063>	"Copper(II) sulfate solution | 硫酸銅溶液"		
<http://purl.jp/bio/10/gmo/GMO_002064>	"Trimethylamine | トリメチルアミン"		
<http://purl.jp/bio/10/gmo/GMO_002065>	"Trimethylamine solution | トリメチルアミン溶液"		
<http://purl.jp/bio/10/gmo/GMO_002066>	"Oxoid &trade; Vitox Supplement"		
<http://purl.jp/bio/10/gmo/GMO_002067>	"Trisodium citrate trihydrate | クエン酸三ナトリウム三水和物"	"Sodium citrate trihydrate"	
<http://purl.jp/bio/10/gmo/GMO_002068>	"Stearic acid | オクタデカン酸 | ステアリン酸"	"Octadecanoic acid"	
<http://purl.jp/bio/10/gmo/GMO_002069>	"硫酸ストロンチウム | Strontium sulfate"		"The sulfate salt of strontium"
<http://purl.jp/bio/10/gmo/GMO_002070>	"Tetrasodium pyrophosphate | ピロリン酸ナトリウム"	"Sodium diphosphate | Sodium pyrophosphate | TSPP"	
<http://purl.jp/bio/10/gmo/GMO_002071>	"オクタン酸 | Octanoic acid"	"Caprylic acid | カプリル酸"	
<http://purl.jp/bio/10/gmo/GMO_002072>	"Sodium octanoate | オクタン酸ナトリウム"	"Sodium caprylate"	
<http://purl.jp/bio/10/gmo/GMO_002073>	"Sodium hexanoate | ヘキサン酸ナトリウム"	"Sodium caproate"	
<http://purl.jp/bio/10/gmo/GMO_002074>	"カテコール | Catechol"	"Pyrocatechol | ピロカテコール"	
<http://purl.jp/bio/10/gmo/GMO_002075>	"ポリヒドロキシ酪酸 | Polyhydroxybutyrate"	"PHB"	
<http://purl.jp/bio/10/gmo/GMO_002076>	"Phenylpropanoic acid | ポリヒドロキシ酪酸"	"Hydrocinnamic acid"	
<http://purl.jp/bio/10/gmo/GMO_002077>	"Phenylacetic acid"	"Phenylacetic acid | フェニル酢酸"	
<http://purl.jp/bio/10/gmo/GMO_002078>	"Potassium fluorure | フッ化カリウム"	"KF"	
<http://purl.jp/bio/10/gmo/GMO_002079>	"Ferrihydrite"		
<http://purl.jp/bio/10/gmo/GMO_002080>	"塩化鉄(III)六水和物溶液 | Iron(III) chloride hexahydrate solution"		
<http://purl.jp/bio/10/gmo/GMO_002081>	"Chromium(III) potassium sulfate | 硫酸カリウムクロム(III)"	"クロムミョウバン | Chrome alum"	
<http://purl.jp/bio/10/gmo/GMO_002082>	"Chromium(III) sulfate | 硫酸クロム(III)"		
<http://purl.jp/bio/10/gmo/GMO_002083>	"Carboxymethyl cellulose, sodium salt | カルボキシメチルセルロース ナトリウム塩"		
<http://purl.jp/bio/10/gmo/GMO_002084>	"硝酸カルシウム六水和物 | Calcium nitrate hexahydrate"		
<http://purl.jp/bio/10/gmo/GMO_002085>	"子牛血清 (熱不活化） | Bovine calf serum, heat-inactivated"		
<http://purl.jp/bio/10/gmo/GMO_002086>	"Amphotericin B | アムホテリシンB"		
<http://purl.jp/bio/10/gmo/GMO_002087>	"Manganese dioxide | 二酸化マンガン"		
<http://purl.jp/bio/10/gmo/GMO_002088>	"二酸化マンガン溶液 | Manganese dioxide solution"	"酸化マンガン(IV) | Manganese(IV) oxide"	
<http://purl.jp/bio/10/gmo/GMO_002089>	"Xylitol | キシリトール"		
<http://purl.jp/bio/10/gmo/GMO_002090>	"Xylitol solution | キシリトール溶液"		
<http://purl.jp/bio/10/gmo/GMO_002091>	"フコース | Fucose"	"L-Fucose"	
<http://purl.jp/bio/10/gmo/GMO_002092>	"フコース溶液 | Fucose solution"		
<http://purl.jp/bio/10/gmo/GMO_002093>	"Indole-3-acetic acid | インドール-3-酢酸"	"3-Indolyl acetic acid | IAA"	
<http://purl.jp/bio/10/gmo/GMO_002094>	"L-Cysteine hydrochloride solution"		
<http://purl.jp/bio/10/gmo/GMO_002095>	"Ammonium hydrogen phosphate solution | リン酸二アンモニウム溶液"		
<http://purl.jp/bio/10/gmo/GMO_002096>	"Sodium crotonate | クロトン酸ナトリウム"		
<http://purl.jp/bio/10/gmo/GMO_002097>	"クロトン酸ナトリウム溶液 | Sodium crotonate solution"		
<http://purl.jp/bio/10/gmo/GMO_002098>	"Isocetane | イソセタン"	"2,2,4,4,6,8,8-Heptamethylnonane"	
<http://purl.jp/bio/10/gmo/GMO_002099>	"Maltose solution | マルトース溶液"		
<http://purl.jp/bio/10/gmo/GMO_002100>	"Ferric sodium EDTA | エチレンジアミン四酢酸第二鉄ナトリウム"	"Sodium ferric ethylenediaminetetraacetate"	
<http://purl.jp/bio/10/gmo/GMO_002101>	"Pyridoxal hydrochloride (Sigma-Aldrich) | ピリドキサール 塩酸塩 (Sigma-Aldrich)"		"http://purl.obolibrary.org/obo/CHEBI_131529 | http://pubchem.ncbi.nlm.nih.gov/compound/6171"
<http://purl.jp/bio/10/gmo/GMO_002102>	"Methylcobalamin | メチルコバラミン"		
<http://purl.jp/bio/10/gmo/GMO_002103>	"Cyanocobalamin (Sigma-Aldrich) | シアノコバラミン (Sigma-Aldrich)"	"C63H88CoN14O14P"	
<http://purl.jp/bio/10/gmo/GMO_002104>	"Difco &trade; Lactobacilli MRS agar"		
<http://purl.jp/bio/10/gmo/GMO_002105>	"Brain heart Infusion broth (Biolife)"		
<http://purl.jp/bio/10/gmo/GMO_002106>	"Difco &trade; Tryptose blood agar base"		
<http://purl.jp/bio/10/gmo/GMO_002107>	"M17 broth"		
<http://purl.jp/bio/10/gmo/GMO_002108>	"MRS agar"	"De Man, Rogosa and Sharpe agar"	
<http://purl.jp/bio/10/gmo/GMO_002109>	"MRS broth"	"De Man, Rogosa and Sharpe broth"	
<http://purl.jp/bio/10/gmo/GMO_002110>	"Oxoid &trade; MRS broth"		
<http://purl.jp/bio/10/gmo/GMO_002112>	"Tryptic soy agar (Merck Millipore)"		
<http://purl.jp/bio/10/gmo/GMO_002113>	"MRS broth (Solabia, Biokar diagnostics)"		
<http://purl.jp/bio/10/gmo/GMO_002114>	"Crystal Sea Marinemix (Marine Enterprises International)"		
<http://purl.jp/bio/10/gmo/GMO_002115>	"Sea salts | 海塩"		
<http://purl.jp/bio/10/gmo/GMO_002116>	"トプチックソイ培養液 | Tryptic soy broth"	"Soybean-casein digest medium"	
<http://purl.jp/bio/10/gmo/GMO_002117>	"Thiamine dihydrochloride"		
<http://purl.jp/bio/10/gmo/GMO_002118>	"EDTA disodium salt dihydrate | エチレンジアミン四酢酸二ナトリウム二水和物"	"Ethylenediaminetetraacetic acid disodium salt dihydrate"	
<http://purl.jp/bio/10/gmo/GMO_002119>	"LB agar"		
<http://purl.jp/bio/10/gmo/GMO_002120>	"Urea (Sigma-Aldrich) | 尿素 (Sigma-Aldrich)"		
<http://purl.jp/bio/10/gmo/GMO_002121>	"CRITERION &trade; Yeast extract (Hardy diagnostics)"		
<http://purl.jp/bio/10/gmo/GMO_002122>	"EZMix &trade; N-Z-Amine &reg; A"		
<http://purl.jp/bio/10/gmo/GMO_002123>	"Manganese sulfate hexahydrate"	"Manganese(II) sulfate hexahydrate"	
<http://purl.jp/bio/10/gmo/GMO_002124>	"Spermidine | スペルミジン"		
<http://purl.jp/bio/10/gmo/GMO_002125>	"BBL &trade; Trypticase &trade; soy agar (Obsolete)"		
<http://purl.jp/bio/10/gmo/GMO_002126>	"5-Fluorouracil | 5-フルオロウラシル"	"Fluorouracil | 5-FU | フルオロウラシル"	
<http://purl.jp/bio/10/gmo/GMO_002127>	"硫酸鉄(II)四水和物 | Iron(II) sulfate tetrahydrate"	"Ferrous sulfate tetrahydrate | Rozenite"	
<http://purl.jp/bio/10/gmo/GMO_002128>	"API &reg; 50 CHB/E medium | アピ 50 CHB/Eメディウム"		
<http://purl.jp/bio/10/gmo/GMO_002129>	"Oxoid &trade; Tryptone soya agar"		
<http://purl.jp/bio/10/gmo/GMO_002130>	"HiMedia &reg; Brain heart infusion broth"		
<http://purl.jp/bio/10/gmo/GMO_002131>	"Beef extract (MP Biomedicals, Inc.)"		
<http://purl.jp/bio/10/gmo/GMO_002132>	"BBL &trade; Beef extract powder"		
<http://purl.jp/bio/10/gmo/GMO_002133>	"ブロモチモールブルー | Bromothymol blue"		
<http://purl.jp/bio/10/gmo/GMO_002134>	"Cane sugar | 甘蔗糖"		
<http://purl.jp/bio/10/gmo/GMO_002135>	"Eagle's minimum essential medium | イーグル最少必須培地"	"MEM"	
<http://purl.jp/bio/10/gmo/GMO_002136>	"Eagle's MEM \"Nissui\" | イーグルMEM培地「ニッスイ」"		
<http://purl.jp/bio/10/gmo/GMO_002137>	"Bordet-Gengou agar | ボルデー・ジャング培地"		
<http://purl.jp/bio/10/gmo/GMO_002138>	"Difco &trade; Bordet Gengou agar base"		
<http://purl.jp/bio/10/gmo/GMO_002139>	"Horse blood defibrinated"		
<http://purl.jp/bio/10/gmo/GMO_002140>	"Horse blood defibrinated (TCS Biosciences)"		
<http://purl.jp/bio/10/gmo/GMO_002141>	"Oxoid &trade; Wilkins-Chalgren anaerobe agar"		
<http://purl.jp/bio/10/gmo/GMO_002142>	"Vancomycin (Lilly France S.A.)"		
<http://purl.jp/bio/10/gmo/GMO_002143>	"セフスロジン | Cefsulodin"		
<http://purl.jp/bio/10/gmo/GMO_002144>	"Human blood | ヒト血液"		
<http://purl.jp/bio/10/gmo/GMO_002145>	"セフスロジン (Takeda France S.A.) | Cefsulodin (Takeda France S.A.)"		
<http://purl.jp/bio/10/gmo/GMO_002146>	"Amphotericin B | アムホテリシンB | Obsolete: Amphotericin B"		
<http://purl.jp/bio/10/gmo/GMO_002147>	"Fungizone (Bristol-Myers Squibb Co.) | ファンギゾン (Bristol-Myers Squibb Co.)"		
<http://purl.jp/bio/10/gmo/GMO_002148>	"トリメテプリム (GlaxoSmithKline) | Trimethoprim (GlaxoSmithKline)"		
<http://purl.jp/bio/10/gmo/GMO_002149>	"Brain heart infusion agar | ブレインハートインフュージョン寒天培地"		
