Timestamp,Total_RAM_GB,Used_RAM_GB,Free_RAM_GB,Python_RSS_MB,Python_VSZ_MB,Python_CPU%
2025-10-26 23:20:37,62,13,0,10150.8,15720.3,177
2025-10-26 23:21:37,62,13,0,10299,15720.3,177
2025-10-26 23:22:37,62,13,0,10443.5,15720.3,177
2025-10-26 23:23:37,62,13,0,10590.8,15720.3,177
2025-10-26 23:24:37,62,13,0,10764.3,15745.5,177
2025-10-26 23:25:37,62,14,0,10909.2,15745.5,177
2025-10-26 23:26:37,62,14,0,11051.6,15744.5,177
2025-10-26 23:27:37,62,14,0,11197.2,15744.5,177
2025-10-26 23:28:37,62,14,0,11338,15745.5,177
2025-10-26 23:29:37,62,14,0,11481.4,15745.5,177
2025-10-26 23:30:37,62,14,0,11622.8,15744.5,177
2025-10-26 23:31:37,62,15,0,11763,15745.5,177
2025-10-26 23:32:37,62,15,0,12034.8,15877.5,177
2025-10-26 23:33:37,62,15,0,12174.4,15877.5,177
2025-10-26 23:34:37,62,15,0,12314.3,15876.5,176
2025-10-26 23:35:37,62,15,0,12454.5,15876.5,176
2025-10-26 23:36:37,62,15,0,12588.7,15877.5,176
2025-10-26 23:37:37,62,15,0,12725.3,15877.5,176
2025-10-26 23:38:37,62,16,0,12864.7,15877.5,176
2025-10-26 23:39:37,62,16,0,13003,15877.5,176
2025-10-26 23:40:38,62,16,0,13142,15877.5,176
2025-10-26 23:41:38,62,16,0,13278,15877.5,176
2025-10-26 23:42:38,62,16,0,13409.8,15877.5,176
2025-10-26 23:43:38,62,16,0,13541.3,15877.5,176
2025-10-26 23:44:38,62,17,0,13880.5,28621.5,175
2025-10-26 23:45:38,62,17,0,14009.3,28620.5,175
2025-10-26 23:46:38,62,17,0,14137,28620.5,175
2025-10-26 23:47:38,62,17,0,14267.5,28620.5,175
2025-10-26 23:48:38,62,17,0,14397.4,28621.5,175
2025-10-26 23:49:38,62,17,0,14526,28620.5,175
2025-10-26 23:50:38,62,17,0,14655.9,28621.5,175
2025-10-26 23:51:38,62,18,0,14784.3,28621.5,175
2025-10-26 23:52:38,62,18,0,14906.8,28621.5,175
2025-10-26 23:53:38,62,18,0,15035.5,28621.5,174
2025-10-26 23:54:38,62,18,0,15163.2,28621.5,174
2025-10-26 23:55:38,62,18,0,15297.9,28621.5,173
2025-10-26 23:56:38,62,18,0,15427,28684.5,173
2025-10-26 23:57:38,62,18,0,15547.4,28685.5,173
2025-10-26 23:58:38,62,18,0,15669.9,28685.5,172
2025-10-26 23:59:38,62,18,0,15798.5,28685.5,172
2025-10-27 00:00:38,62,19,0,15928.3,28685.5,171
2025-10-27 00:01:38,62,19,0,16058.1,28685.5,171
2025-10-27 00:02:38,62,19,0,16186.3,28685.5,170
2025-10-27 00:03:38,62,19,0,16312.5,28685.5,170
2025-10-27 00:04:38,62,19,0,16435.9,28685.5,170
2025-10-27 00:05:38,62,19,0,16561.8,28685.5,170
2025-10-27 00:06:38,62,19,0,16688.2,28685.5,169
2025-10-27 00:07:38,62,19,0,16814.7,28685.5,169
2025-10-27 00:08:38,62,20,0,16941.3,28684.5,168
2025-10-27 00:09:38,62,20,0,17071.4,28685.5,168
2025-10-27 00:10:38,62,20,0,17190.7,28685.5,168
2025-10-27 00:11:38,62,20,0,17305.9,28685.5,168
2025-10-27 00:12:38,62,20,0,17429.6,28685.5,167
2025-10-27 00:13:38,62,20,0,17547.9,28749.5,167
2025-10-27 00:14:38,62,20,0,17665.2,28749.5,167
2025-10-27 00:15:38,62,20,0,17776.7,28749.5,167
2025-10-27 00:16:38,62,21,0,17887.1,28749.5,167
2025-10-27 00:17:38,62,21,0,17997.7,28749.5,167
2025-10-27 00:18:38,62,21,0,18108.9,28749.5,167
2025-10-27 00:19:38,62,21,0,18220.8,28749.5,167
2025-10-27 00:20:39,62,21,0,18331.7,28749.5,167
2025-10-27 00:21:39,62,21,0,18443.4,28749.5,167
2025-10-27 00:22:39,62,21,0,18549.7,28749.5,167
2025-10-27 00:23:39,62,21,0,18659.8,28748.5,167
2025-10-27 00:24:39,62,21,0,18770.8,28749.5,167
2025-10-27 00:25:39,62,22,0,18882.3,28749.5,167
2025-10-27 00:26:39,62,22,0,18992.2,28813.5,167
2025-10-27 00:27:39,62,22,0,19094.6,28813.5,167
2025-10-27 00:28:39,62,22,0,19174.4,28812.5,167
2025-10-27 00:29:39,62,22,0,19251.4,28813.5,166
2025-10-27 00:30:39,62,22,0,19324.9,28813.5,166
2025-10-27 00:31:39,62,22,0,19402.9,28812.5,166
2025-10-27 00:32:39,62,22,0,19480.4,28813.5,166
2025-10-27 00:33:39,62,22,0,19561.4,28813.5,165
2025-10-27 00:34:39,62,22,0,19640.7,28811.5,165
2025-10-27 00:35:39,62,22,0,19725.3,28813.5,165
2025-10-27 00:36:39,62,22,0,19801.6,28813.5,164
2025-10-27 00:37:39,62,22,0,19888,28813.5,164
2025-10-27 00:38:39,62,23,0,19993.2,28813.5,164
2025-10-27 00:39:39,62,23,0,20099,28813.5,164
2025-10-27 00:40:39,62,23,0,20209.3,28813.5,164
2025-10-27 00:41:39,62,23,0,20316.7,28813.5,164
2025-10-27 00:42:39,62,23,0,20431.9,28813.5,164
2025-10-27 00:43:39,62,23,0,20545.4,28813.5,164
2025-10-27 00:44:39,62,23,0,20659,28813.5,165
2025-10-27 00:45:39,62,23,0,20776.5,28813.5,165
2025-10-27 00:46:39,62,24,0,20893.9,28813.5,165
2025-10-27 00:47:39,62,24,0,21005.2,28813.5,165
2025-10-27 00:48:39,62,24,0,21113.4,28813.5,165
2025-10-27 00:49:39,62,24,0,21225.7,28813.5,165
2025-10-27 00:50:39,62,24,0,21362.8,28837.6,165
2025-10-27 00:51:39,62,24,0,21474.8,28838.6,165
2025-10-27 00:52:40,62,24,0,21583.7,28838.6,165
2025-10-27 00:53:40,62,24,0,21695.5,28838.6,165
2025-10-27 00:54:40,62,24,0,21807.1,28837.6,165
2025-10-27 00:55:40,62,25,0,21919.2,28838.6,165
2025-10-27 00:56:40,62,25,0,22031.1,28838.6,165
2025-10-27 00:57:40,62,25,0,22139.5,28902.6,165
2025-10-27 00:58:40,62,25,0,22248.8,28902.6,165
2025-10-27 00:59:40,62,25,0,22357.6,28902.6,165
2025-10-27 01:00:40,62,25,0,22466.3,28902.6,165
2025-10-27 01:01:40,62,25,0,22573.8,28902.6,165
2025-10-27 01:02:40,62,25,0,22684.6,28902.6,165
2025-10-27 01:03:40,62,25,0,22795.7,28902.6,165
2025-10-27 01:04:40,62,25,0,22918.3,28902.6,164
2025-10-27 01:05:40,62,26,0,23033.1,28902.6,164
2025-10-27 01:06:40,62,26,0,23137.1,28902.6,164
2025-10-27 01:07:40,62,26,0,23249.6,28902.6,164
2025-10-27 01:08:40,62,26,0,23368.7,28902.6,164
2025-10-27 01:09:40,62,26,0,23473.4,28902.6,164
2025-10-27 01:10:40,62,26,0,23592.1,28902.6,164
2025-10-27 01:11:40,62,26,0,23962,29166.6,164
2025-10-27 01:12:40,62,27,0,24058,29166.6,163
2025-10-27 01:13:40,62,27,0,24160.7,29166.6,163
2025-10-27 01:14:40,62,27,0,24266.1,29166.6,163
2025-10-27 01:15:40,62,27,0,24368.9,29166.6,163
2025-10-27 01:16:40,62,27,0,24459.8,29166.6,163
2025-10-27 01:17:40,62,27,0,24556.7,29166.6,163
2025-10-27 01:18:40,62,27,0,24653.9,29166.6,163
2025-10-27 01:19:40,62,27,0,24752.6,29166.6,163
2025-10-27 01:20:40,62,27,0,24862.7,29166.6,163
2025-10-27 01:21:40,62,27,0,24961.5,29165.6,163
2025-10-27 01:22:40,62,28,0,25058.5,29166.6,163
2025-10-27 01:23:40,62,28,0,25158.9,29166.6,163
2025-10-27 01:24:40,62,28,0,25261.9,29164.6,163
2025-10-27 01:25:40,62,28,0,25364.5,29230.6,163
2025-10-27 01:26:40,62,28,0,25472.9,29230.6,163
2025-10-27 01:27:40,62,28,0,25572.8,29230.6,163
2025-10-27 01:28:40,62,28,0,25675,29230.6,163
2025-10-27 01:29:40,62,28,0,25778.7,29230.6,163
2025-10-27 01:30:41,62,28,0,25888.4,29230.6,163
2025-10-27 01:31:41,62,29,0,25992.9,29230.6,162
2025-10-27 01:32:41,62,29,0,26088.6,29230.7,162
2025-10-27 01:33:41,62,29,0,26191.4,29230.7,162
2025-10-27 01:34:41,62,29,0,26290.2,29230.7,162
2025-10-27 01:35:41,62,29,0,26394.8,29230.7,162
2025-10-27 01:36:41,62,29,0,26504.6,29230.7,162
2025-10-27 01:37:41,62,29,0,26606.2,29230.7,162
2025-10-27 01:38:41,62,29,0,26702.6,29229.7,162
2025-10-27 01:39:41,62,29,0,26805.4,29230.7,162
2025-10-27 01:40:41,62,29,0,26892.8,29229.7,162
2025-10-27 01:41:41,62,29,0,26984,29230.7,162
2025-10-27 01:42:41,62,30,0,27065.8,29229.7,162
2025-10-27 01:43:41,62,30,0,27531.9,54558.7,162
2025-10-27 01:44:41,62,30,0,27622.6,54558.7,162
2025-10-27 01:45:41,62,30,0,27715.5,54558.7,162
2025-10-27 01:46:41,62,30,0,27806,54558.7,162
2025-10-27 01:47:41,62,30,0,27897.4,54558.7,162
2025-10-27 01:48:41,62,30,0,28000.6,54558.7,161
2025-10-27 01:49:41,62,31,1,28097.5,54558.7,161
2025-10-27 01:50:41,62,31,0,28200.7,54558.7,161
2025-10-27 01:51:41,62,31,0,28295.7,54556.7,161
2025-10-27 01:52:41,62,31,0,28397,54558.7,161
2025-10-27 01:53:41,62,31,0,28490.1,54558.7,161
2025-10-27 01:54:41,62,31,0,28573.8,54558.7,161
2025-10-27 01:55:41,62,31,0,28664.8,54558.7,161
2025-10-27 01:56:41,62,31,0,28758.9,54558.7,161
2025-10-27 01:57:41,62,31,0,28843.1,54558.7,161
2025-10-27 01:58:41,62,31,0,28935.3,54558.7,161
2025-10-27 01:59:41,62,31,0,29020.4,54558.7,161
2025-10-27 02:00:41,62,32,0,29107.9,54557.7,161
2025-10-27 02:01:41,62,32,0,29199.1,54558.7,161
2025-10-27 02:02:41,62,32,0,29295.6,54622.7,161
2025-10-27 02:03:41,62,32,0,29381.4,54622.7,161
2025-10-27 02:04:41,62,32,0,29475.5,54622.7,161
2025-10-27 02:05:41,62,32,0,29569.6,54622.7,161
2025-10-27 02:06:41,62,32,0,29662.1,54622.7,161
2025-10-27 02:07:41,62,32,0,29746.6,54622.7,161
2025-10-27 02:08:41,62,32,0,29826.3,54621.7,161
2025-10-27 02:09:41,62,32,0,29916.4,54622.7,161
2025-10-27 02:10:41,62,32,0,30008.5,54622.7,161
2025-10-27 02:11:41,62,32,0,30105.4,54622.7,161
2025-10-27 02:12:42,62,33,0,30202.7,54622.7,161
2025-10-27 02:13:42,62,33,0,30293.8,54622.7,161
2025-10-27 02:14:42,62,33,0,30391.8,54622.7,160
2025-10-27 02:15:42,62,33,0,30478,54622.7,160
2025-10-27 02:16:42,62,33,0,30567.1,54622.7,160
2025-10-27 02:17:42,62,33,0,30660.6,54622.7,160
2025-10-27 02:18:42,62,33,0,30747.4,54686.7,160
2025-10-27 02:19:42,62,33,0,30839.9,54686.7,160
2025-10-27 02:20:42,62,33,0,30931.7,54686.7,160
2025-10-27 02:21:42,62,33,0,31023.9,54686.7,160
2025-10-27 02:22:42,62,33,0,31110.5,54686.7,160
2025-10-27 02:23:42,62,34,0,31202,54686.7,160
2025-10-27 02:24:42,62,34,0,31295.1,54686.7,159
2025-10-27 02:25:42,62,34,0,31393.3,54686.7,159
2025-10-27 02:26:42,62,34,0,31494.2,54686.7,159
2025-10-27 02:27:42,62,34,0,31596,54686.7,159
2025-10-27 02:28:42,62,34,0,31693.3,54686.7,159
2025-10-27 02:29:42,62,34,0,31792.8,54686.7,158
2025-10-27 02:30:42,62,34,0,31890.7,54686.7,158
2025-10-27 02:31:42,62,34,0,31989.4,54686.7,158
2025-10-27 02:32:42,62,35,0,32086.5,54686.7,158
2025-10-27 02:33:42,62,35,0,32183.2,54686.7,158
2025-10-27 02:34:42,62,35,1,32276.7,54686.7,158
2025-10-27 02:35:42,62,35,0,32369.9,54686.7,157
2025-10-27 02:36:42,62,35,0,32460.9,54686.7,157
2025-10-27 02:37:42,62,35,0,32556.1,54685.7,157
2025-10-27 02:38:42,62,35,0,32649.7,54686.7,157
2025-10-27 02:39:42,62,35,0,32740.8,54686.7,157
2025-10-27 02:40:42,62,35,0,32835.5,54686.7,157
2025-10-27 02:41:42,62,35,0,32926.9,54686.7,157
2025-10-27 02:42:42,62,35,0,33015,54686.7,157
2025-10-27 02:43:42,62,35,0,33106.6,54686.7,157
2025-10-27 02:44:42,62,36,1,33204.3,54686.7,156
2025-10-27 02:45:42,62,36,0,33302.2,54686.7,156
2025-10-27 02:46:42,62,36,0,33396.6,54684.7,156
2025-10-27 02:47:42,62,36,0,33492.7,54686.7,156
2025-10-27 02:48:42,62,36,1,33585.1,54686.7,156
2025-10-27 02:49:42,62,36,0,33676.7,54683.7,156
2025-10-27 02:50:42,62,36,0,33776.3,54686.7,155
2025-10-27 02:51:42,62,36,1,33867.2,54686.7,155
2025-10-27 02:52:43,62,36,0,33960.8,54686.7,155
2025-10-27 02:53:43,62,36,0,34052.7,54686.7,155
2025-10-27 02:54:43,62,36,0,34144,54750.7,155
2025-10-27 02:55:43,62,37,1,34237.1,54750.7,155
2025-10-27 02:56:43,62,37,0,34325.8,54750.7,155
2025-10-27 02:57:43,62,37,0,34420.9,54750.7,154
2025-10-27 02:58:43,62,37,0,34513.3,54750.7,154
2025-10-27 02:59:43,62,37,0,34605.3,54750.7,154
2025-10-27 03:00:43,62,37,0,34697.4,54750.7,154
2025-10-27 03:01:43,62,37,0,34786.9,54750.7,154
2025-10-27 03:02:43,62,37,0,34876.8,54750.7,154
2025-10-27 03:03:43,62,37,0,34966.6,54749.7,154
2025-10-27 03:04:43,62,37,0,35059.3,54750.7,153
2025-10-27 03:05:43,62,37,0,35151.5,54750.7,153
2025-10-27 03:06:43,62,38,0,35244.6,54750.7,153
2025-10-27 03:07:43,62,38,0,35330.2,54750.7,153
2025-10-27 03:08:43,62,38,0,35422.4,54750.7,153
2025-10-27 03:09:43,62,38,0,35507.5,54750.7,153
2025-10-27 03:10:43,62,38,0,35599.7,54750.7,153
2025-10-27 03:11:43,62,38,0,35686.4,54750.7,153
2025-10-27 03:12:43,62,38,0,35772.6,54750.7,152
2025-10-27 03:13:43,62,38,0,35862,54750.7,152
2025-10-27 03:14:43,62,38,0,35951.1,54750.7,152
2025-10-27 03:15:43,62,38,0,36042.5,54750.7,152
2025-10-27 03:16:43,62,38,0,36129.2,54750.7,152
2025-10-27 03:17:43,62,38,0,36215.3,54750.7,152
2025-10-27 03:18:43,62,39,0,36301.8,54750.7,152
2025-10-27 03:19:43,62,39,0,36382,54750.7,152
2025-10-27 03:20:43,62,39,0,36452.7,54750.7,152
2025-10-27 03:21:43,62,39,0,36528.3,54750.7,152
2025-10-27 03:22:43,62,39,1,36601.9,54750.7,152
2025-10-27 03:23:43,62,39,0,36678.1,54750.7,152
2025-10-27 03:24:43,62,39,0,36761,54750.7,152
2025-10-27 03:25:43,62,39,0,36848.1,54750.7,151
2025-10-27 03:26:43,62,39,0,36939.7,54750.7,151
2025-10-27 03:27:43,62,39,0,37023.3,54751,151
2025-10-27 03:28:43,62,39,0,37106.2,54751,151
2025-10-27 03:29:43,62,39,0,37191.9,54751,151
2025-10-27 03:30:43,62,40,0,37276.6,54751,151
2025-10-27 03:31:43,62,40,0,37356.3,54751,151
2025-10-27 03:32:43,62,40,0,37436.6,54751,151
2025-10-27 03:33:43,62,40,0,37515.9,54751,151
2025-10-27 03:34:43,62,40,0,37597,54751,151
2025-10-27 03:35:44,62,40,0,37664.3,54751,151
2025-10-27 03:36:44,62,40,0,37743,54815,151
2025-10-27 03:37:44,62,40,0,37824,54815,151
2025-10-27 03:38:44,62,40,0,37906.4,54815,151
2025-10-27 03:39:44,62,40,0,37982.9,54815,151
2025-10-27 03:40:44,62,40,0,38065.3,54815,151
2025-10-27 03:41:44,62,40,0,38144.9,54815,151
2025-10-27 03:42:44,62,41,0,38222.3,54815,151
2025-10-27 03:43:44,62,41,0,38304.9,54815,151
2025-10-27 03:44:44,62,41,0,38381.9,54815,151
2025-10-27 03:45:44,62,41,0,38458.8,54814,151
2025-10-27 03:46:44,62,41,0,38542.9,54815,151
2025-10-27 03:47:44,62,41,0,38622.1,54815,151
2025-10-27 03:48:44,62,41,0,38703.8,54815,151
2025-10-27 03:49:44,62,41,0,38782.8,54815,151
2025-10-27 03:50:44,62,41,0,38858.1,54815,151
2025-10-27 03:51:44,62,41,0,38935.4,54815,151
2025-10-27 03:52:44,62,41,1,39013.3,54879,151
2025-10-27 03:53:44,62,41,0,39092.3,54879,151
2025-10-27 03:54:44,62,41,0,39169,54879,151
2025-10-27 03:55:44,62,42,0,39244.6,54879,151
2025-10-27 03:56:44,62,42,0,39323.1,54879,151
2025-10-27 03:57:44,62,42,1,39396.6,54879,151
2025-10-27 03:58:44,62,42,0,39477.3,54879,151
2025-10-27 03:59:44,62,42,0,39556.5,54879,151
2025-10-27 04:00:44,62,42,0,39637.3,54879,151
2025-10-27 04:01:44,62,42,1,39709.9,54879,151
2025-10-27 04:02:44,62,42,0,39778.6,54879,151
2025-10-27 04:03:44,62,42,0,39851.4,54879,151
2025-10-27 04:04:44,62,42,0,39929.1,54879,150
2025-10-27 04:05:44,62,42,0,40005.8,54877,150
2025-10-27 04:06:44,62,42,0,40086.1,54879,150
2025-10-27 04:07:44,62,42,0,40159.4,54879,150
2025-10-27 04:08:44,62,42,0,40234.1,54879,150
2025-10-27 04:09:44,62,43,0,40315.9,54879,150
2025-10-27 04:10:44,62,43,0,40395.8,54879,150
2025-10-27 04:11:44,62,43,0,40476.5,54879,150
2025-10-27 04:12:44,62,43,0,40555.7,54879,150
2025-10-27 04:13:45,62,43,0,40630.8,54878,150
2025-10-27 04:14:45,62,43,0,40707.9,54879,150
2025-10-27 04:15:45,62,43,0,40780.7,54879,150
2025-10-27 04:16:45,62,43,0,40854,54879,150
2025-10-27 04:17:45,62,43,1,40930.1,54879,150
2025-10-27 04:18:45,62,43,0,41008.6,54879,150
2025-10-27 04:19:45,62,43,0,41079.2,54879,150
2025-10-27 04:20:45,62,43,0,41155.6,54879,150
2025-10-27 04:21:45,62,44,0,41225.6,54879,150
2025-10-27 04:22:45,62,44,1,41301,54879,150
2025-10-27 04:23:45,62,44,1,41367.5,54879,150
2025-10-27 04:24:45,62,44,0,41436.5,54879,150
2025-10-27 04:25:45,62,44,0,41509,54879,150
2025-10-27 04:26:45,62,44,0,41577.9,54879,150
2025-10-27 04:27:45,62,44,0,41647.8,54879,150
2025-10-27 04:28:45,62,44,0,41719.9,54879,150
2025-10-27 04:29:45,62,44,0,41788,54879,150
2025-10-27 04:30:45,62,44,1,41856.2,54879,150
2025-10-27 04:31:45,62,44,0,41905.5,54879,150
2025-10-27 04:32:45,62,44,0,41978.4,54879,150
2025-10-27 04:33:45,62,44,0,42054.9,54879,150
2025-10-27 04:34:45,62,44,0,42128.2,54879,150
2025-10-27 04:35:45,62,44,0,42250.5,54929.3,150
2025-10-27 04:36:45,62,44,0,42321.2,54929.3,150
2025-10-27 04:37:45,62,44,0,42396.6,54929.3,150
2025-10-27 04:38:45,62,45,0,42470.6,54929.3,150
2025-10-27 04:39:45,62,45,0,42541,54929.3,150
2025-10-27 04:40:45,62,45,0,42616.6,54929.3,150
2025-10-27 04:41:45,62,45,0,42694.5,54929.3,150
2025-10-27 04:42:45,62,45,0,42765,54928.3,150
2025-10-27 04:43:45,62,45,0,42837.2,54929.3,150
2025-10-27 04:44:45,62,45,1,42911.6,54929.3,150
2025-10-27 04:45:45,62,45,0,42986.4,54929.3,150
2025-10-27 04:46:45,62,45,0,43054.7,54929.3,150
2025-10-27 04:47:46,62,45,0,43129.1,54929.3,150
2025-10-27 04:48:46,62,45,0,43198.3,54929.3,150
2025-10-27 04:49:46,62,45,0,42788.2,54929.3,150
2025-10-27 04:50:46,62,45,0,42487.4,54929.3,150
2025-10-27 04:51:46,62,45,0,42427.4,54929.3,150
2025-10-27 04:52:46,62,45,0,42499.6,54929.3,150
2025-10-27 04:53:46,62,45,0,42580.9,54929.3,150
2025-10-27 04:54:46,62,45,0,42653.5,54929.3,150
2025-10-27 04:55:46,62,45,1,42734.9,54929.3,150
2025-10-27 04:56:46,62,45,0,42810,54929.3,150
2025-10-27 04:57:46,62,45,0,42888,54929.3,150
2025-10-27 04:58:46,62,45,0,42962.6,54929.3,150
2025-10-27 04:59:46,62,45,0,43048.3,54929.3,150
2025-10-27 05:00:46,62,45,0,43138.1,54929.3,150
2025-10-27 05:01:46,62,45,0,43215.8,54929.3,150
2025-10-27 05:02:46,62,45,0,43287,54929.3,150
2025-10-27 05:03:46,62,46,0,43360.6,54929.3,149
2025-10-27 05:04:46,62,45,0,43439,54929.3,149
2025-10-27 05:05:46,62,46,0,43513.7,54929.3,149
2025-10-27 05:06:46,62,46,0,43587.4,54929.3,149
2025-10-27 05:07:46,62,46,0,43659.9,54929.3,149
2025-10-27 05:08:46,62,46,1,43735.9,54929.3,149
2025-10-27 05:09:46,62,46,0,43810,54929.3,149
2025-10-27 05:10:46,62,46,0,43884.4,54929.3,149
2025-10-27 05:11:46,62,46,1,43954.6,54929.3,149
2025-10-27 05:12:46,62,46,0,44025,54929.3,149
2025-10-27 05:13:46,62,46,0,44099.4,54929.3,149
2025-10-27 05:14:46,62,46,0,44169,54929.3,149
2025-10-27 05:15:46,62,46,0,44242.1,54929.3,149
2025-10-27 05:16:46,62,46,0,44306.9,54929.3,149
2025-10-27 05:17:46,62,46,0,44377.1,54929.3,149
2025-10-27 05:18:46,62,46,0,44446.6,54929.3,149
2025-10-27 05:19:46,62,46,0,44513.4,54929.3,149
2025-10-27 05:20:46,62,47,1,44579.5,54929.3,149
2025-10-27 05:21:46,62,47,1,44647.8,54929.3,149
2025-10-27 05:22:46,62,47,1,44718,54929.3,149
2025-10-27 05:23:46,62,47,0,44789,54929.3,149
2025-10-27 05:24:46,62,47,1,44866.9,54929.3,149
2025-10-27 05:25:46,62,47,0,44937.6,54929.3,149
2025-10-27 05:26:46,62,47,0,45000.5,54929.3,149
2025-10-27 05:27:47,62,47,0,45072.7,54929.3,149
2025-10-27 05:28:47,62,47,0,45134.9,54929.3,149
2025-10-27 05:29:47,62,47,0,45204.4,54993.3,148
2025-10-27 05:30:47,62,47,0,45272.6,54993.3,148
2025-10-27 05:31:47,62,47,0,45342,54993.3,148
2025-10-27 05:32:47,62,47,0,45409.7,54993.3,148
2025-10-27 05:33:47,62,47,0,45479.7,54993.3,148
2025-10-27 05:34:47,62,47,0,45550.5,54993.3,148
2025-10-27 05:35:47,62,48,0,45614.4,54993.3,148
2025-10-27 05:36:47,62,48,0,45682.5,54993.3,148
2025-10-27 05:37:47,62,48,0,45750.5,54993.3,148
2025-10-27 05:38:47,62,48,0,45819.1,54993.3,148
2025-10-27 05:39:47,62,48,0,45888,54993.3,148
2025-10-27 05:40:47,62,48,1,45965.8,54993.3,148
2025-10-27 05:41:47,62,48,1,46046.4,54993.3,148
2025-10-27 05:42:47,62,49,0,46659,55521.3,148
2025-10-27 05:43:47,62,49,0,46737.2,55521.3,148
2025-10-27 05:44:47,62,49,0,46812.9,55521.3,148
2025-10-27 05:45:47,62,49,0,46880.5,55521.3,148
2025-10-27 05:46:47,62,49,1,46950.6,55521.3,148
2025-10-27 05:47:47,62,49,0,47018.1,55585.3,148
2025-10-27 05:48:47,62,49,0,47093.1,55649.3,148
2025-10-27 05:49:47,62,49,0,47159.3,55649.3,148
2025-10-27 05:50:47,62,49,0,47226.6,55649.3,148
2025-10-27 05:51:47,62,49,0,47292.1,55649.3,148
2025-10-27 05:52:47,62,49,0,47363.6,55649.3,148
2025-10-27 05:53:47,62,49,0,47424,55649.3,148
2025-10-27 05:54:47,62,49,0,46950.8,55649.3,148
2025-10-27 05:55:47,62,49,0,47018.4,55649.3,148
2025-10-27 05:56:47,62,49,0,47073.3,55649.3,148
2025-10-27 05:57:47,62,49,0,47131.4,55649.3,148
2025-10-27 05:58:47,62,49,1,47185.1,55649.3,148
2025-10-27 05:59:47,62,49,0,47238.1,55649.3,148
2025-10-27 06:00:47,62,49,0,47290.7,55649.3,148
2025-10-27 06:01:47,62,49,1,47348.9,55649.3,148
2025-10-27 06:02:47,62,49,0,47417.7,55649.3,148
2025-10-27 06:03:47,62,49,0,47487.9,55649.3,148
2025-10-27 06:04:47,62,49,0,47552.5,55649.3,148
2025-10-27 06:05:47,62,50,1,47618.7,55649.3,148
2025-10-27 06:06:47,62,49,0,47687.1,55649.3,148
2025-10-27 06:07:48,62,49,1,47746.9,55649.3,148
2025-10-27 06:08:48,62,49,0,47750.2,55649.3,148
2025-10-27 06:09:48,62,49,0,47278.6,55649.3,148
2025-10-27 06:10:48,62,49,0,47352.3,55649.3,148
2025-10-27 06:11:48,62,49,0,47443.4,55649.3,148
2025-10-27 06:12:48,62,49,0,47512.7,55649.3,148
