metpo_id	metpo_label	has_definition	has_def_source	best_match_distance	best_match_ontology	best_match_label	best_match_iri	proposed_definition	proposed_def_source	confidence_level	action_needed
METPO:1000642	copiotrophic	False	False	0.3203	UNKNOWN	Copiotrophic	<http://purl.jp/bio/10/mpo#MPO_04024>	Copiotroph	UNKNOWN:<http://purl.jp/bio/10/mpo#MPO_04024>	high	Auto-propose (distance < 0.35)
METPO:1000647	lithoautotrophic	False	False	0.2175	UNKNOWN	Lithoautotrophic	<http://purl.jp/bio/10/mpo#MPO_04041>	Lithoautotroph	UNKNOWN:<http://purl.jp/bio/10/mpo#MPO_04041>	high	Auto-propose (distance < 0.35)
METPO:1000650	methanotrophic	False	False	0.2969	UNKNOWN	Methanotrophic	<http://purl.jp/bio/10/mpo#MPO_04014>	Methanotroph	UNKNOWN:<http://purl.jp/bio/10/mpo#MPO_04014>	high	Auto-propose (distance < 0.35)
METPO:1000651	methylotrophic	False	False	0.2366	UNKNOWN	Methylotrophic	<http://purl.jp/bio/10/mpo#MPO_04015>	Methylotroph	UNKNOWN:<http://purl.jp/bio/10/mpo#MPO_04015>	high	Auto-propose (distance < 0.35)
METPO:1000655	organotrophic	False	False	0.3406	UNKNOWN	Organotrophic	<http://purl.jp/bio/10/mpo#MPO_04017>	Organotroph	UNKNOWN:<http://purl.jp/bio/10/mpo#MPO_04017>	high	Auto-propose (distance < 0.35)
METPO:1000664	organoheterotrophic	False	False	0.3299	UNKNOWN	Organoheterotrophic	<http://purl.jp/bio/10/mpo#MPO_04151>	Organoheterotroph	UNKNOWN:<http://purl.jp/bio/10/mpo#MPO_04151>	high	Auto-propose (distance < 0.35)
METPO:1000679	pleomorphic shaped	False	False	0.3425	UNKNOWN	Pleomorphic shape	<http://purl.jp/bio/10/mpo#MPO_01014>	Pleomorphic-shaped; Pleomorphic	UNKNOWN:<http://purl.jp/bio/10/mpo#MPO_01014>	high	Auto-propose (distance < 0.35)
METPO:1000686	vibrio shaped	False	False	0.2884	UNKNOWN	Vibrio shape	<http://purl.jp/bio/10/mpo#MPO_01022>	Vibrio-shaped; Vibrio	UNKNOWN:<http://purl.jp/bio/10/mpo#MPO_01022>	high	Auto-propose (distance < 0.35)
METPO:1000693	spirochete shaped	False	False	0.3123	UNKNOWN	Spirochete shape	<http://purl.jp/bio/10/mpo#MPO_01023>	Spirochete-shaped; Spirochete	UNKNOWN:<http://purl.jp/bio/10/mpo#MPO_01023>	high	Auto-propose (distance < 0.35)
