metpo_id	metpo_label	current_definition	definition_quality	rank	candidate_definition	source_id	source_label	source_ontology	match_type	confidence
METPO:1000605	facultatively anaerobic	A microbial oxygen preference phenotype in which growth can occur with or without molecular oxygen (O₂).	comprehensive	1	facultative anaerobe	http://purl.obolibrary.org/obo/MICRO_0000503	facultatively anaerobic	micro	skos:closeMatch	0.9146
METPO:1000608	facultatively aerobic	A microbial oxygen preference phenotype in which growth can occur without oxygen but is capable of aerobic growth.	comprehensive	1	facultative anaerobe	http://purl.obolibrary.org/obo/MICRO_0000503	facultatively anaerobic	micro	skos:closeMatch	0.8665
