metpo_id	metpo_label	current_definition	definition_quality	rank	candidate_definition	source_id	source_label	source_ontology	match_type	confidence
METPO:1000666	cell shape		missing	1	The shape of the cell.	http://purl.obolibrary.org/obo/APO_0000051	cell shape	apo	skos:relatedMatch	0.8004
METPO:1000679	pleomorphic shaped		missing	1	A shape quality inhering in a cell by virtue of the bearer's ability to take on two or more different shapes during its life cycle.	http://purl.obolibrary.org/obo/PATO_0001356	pleomorphic	flopo	skos:relatedMatch	0.8143
METPO:1000679	pleomorphic shaped		missing	2	A shape quality inhering in a cell by virtue of the bearer's ability to take on two or more different shapes during its life cycle.	http://purl.obolibrary.org/obo/PATO_0001356	pleomorphic	micro	skos:relatedMatch	0.8143
METPO:1000679	pleomorphic shaped		missing	3	A shape quality inhering in a cell by virtue of the bearer's ability to take on two or more different shapes during its life cycle.	http://purl.obolibrary.org/obo/PATO_0001356	pleomorphic	pato	skos:relatedMatch	0.8143
METPO:1000680	ring shaped		missing	1	annular; ring-shaped	http://purl.obolibrary.org/obo/PATO_0002539	ring shaped	upheno	skos:relatedMatch	0.8170
METPO:1000690	fusiform shaped		missing	1	Having a spindle-like shape that is wide in the middle and tapers at both ends.	http://purl.obolibrary.org/obo/PATO_0002400	fusiform	flopo	skos:relatedMatch	0.8216
METPO:1000690	fusiform shaped		missing	2	Having a spindle-like shape that is wide in the middle and tapers at both ends.	http://purl.obolibrary.org/obo/PATO_0002400	fusiform	micro	skos:relatedMatch	0.8216
METPO:1000690	fusiform shaped		missing	3	Having a spindle-like shape that is wide in the middle and tapers at both ends.	http://purl.obolibrary.org/obo/PATO_0002400	fusiform	pato	skos:relatedMatch	0.8216
METPO:1000704	flagellated		missing	1	flagellated	http://purl.obolibrary.org/obo/MICRO_0000272	flagellated cell	micro	skos:relatedMatch	0.8121
