# KGX edge templates for MetaTraits composed traits
# Subject is left blank — fill with strain/genome CURIE per source database
# Generated: 2026-02-12
# Tool: metpo/scripts/curie_join_metatraits.py v0.2.0
# Pattern: <subject> --[predicate_id]--> <object_id>
#   e.g.: NCBITaxon:562 --[METPO:2000011 ferments]--> CHEBI:17234 (glucose)
# Use negative_predicate_id for negative assay results
#   e.g.: NCBITaxon:562 --[METPO:2000037 does not ferment]--> CHEBI:17057 (cellobiose)
#
metatraits_card_id	metatraits_trait	predicate_id	predicate_label	object_id	object_label	negative_predicate_id	negative_predicate_label	knowledge_level	agent_type	primary_knowledge_source
nitrogen-source-isoleucine	nitrogen source: isoleucine	METPO:2000014	uses as nitrogen source	CHEBI:24898	isoleucine	METPO:2000040	does not use as nitrogen source	knowledge_assertion	manual_agent	infores:metatraits
nitrogen-source-l-alanine	nitrogen source: L-alanine	METPO:2000014	uses as nitrogen source	CHEBI:16977	L-alanine	METPO:2000040	does not use as nitrogen source	knowledge_assertion	manual_agent	infores:metatraits
nitrogen-source-l-alanine-4-nitroanilide	nitrogen source: L-alanine 4-nitroanilide	METPO:2000014	uses as nitrogen source		L-alanine 4-nitroanilide	METPO:2000040	does not use as nitrogen source	knowledge_assertion	manual_agent	infores:metatraits
nitrogen-source-l-arginine	nitrogen source: L-arginine	METPO:2000014	uses as nitrogen source	CHEBI:16467	L-arginine	METPO:2000040	does not use as nitrogen source	knowledge_assertion	manual_agent	infores:metatraits
nitrogen-source-l-asparagine	nitrogen source: L-asparagine	METPO:2000014	uses as nitrogen source	CHEBI:17196	L-asparagine	METPO:2000040	does not use as nitrogen source	knowledge_assertion	manual_agent	infores:metatraits
nitrogen-source-l-aspartate	nitrogen source: L-aspartate	METPO:2000014	uses as nitrogen source	CHEBI:29991	L-aspartate	METPO:2000040	does not use as nitrogen source	knowledge_assertion	manual_agent	infores:metatraits
nitrogen-source-l-cysteine	nitrogen source: L-cysteine	METPO:2000014	uses as nitrogen source	CHEBI:17561	L-cysteine	METPO:2000040	does not use as nitrogen source	knowledge_assertion	manual_agent	infores:metatraits
nitrogen-source-l-cystine	nitrogen source: L-cystine	METPO:2000014	uses as nitrogen source	CHEBI:16283	L-cystine	METPO:2000040	does not use as nitrogen source	knowledge_assertion	manual_agent	infores:metatraits
nitrogen-source-l-glutamate	nitrogen source: L-glutamate	METPO:2000014	uses as nitrogen source	CHEBI:29985	L-glutamate	METPO:2000040	does not use as nitrogen source	knowledge_assertion	manual_agent	infores:metatraits
nitrogen-source-l-glutamine	nitrogen source: L-glutamine	METPO:2000014	uses as nitrogen source	CHEBI:18050	L-glutamine	METPO:2000040	does not use as nitrogen source	knowledge_assertion	manual_agent	infores:metatraits
nitrogen-source-l-histidine	nitrogen source: L-histidine	METPO:2000014	uses as nitrogen source	CHEBI:15971	L-histidine	METPO:2000040	does not use as nitrogen source	knowledge_assertion	manual_agent	infores:metatraits
nitrogen-source-l-lysine	nitrogen source: L-lysine	METPO:2000014	uses as nitrogen source	CHEBI:18019	L-lysine	METPO:2000040	does not use as nitrogen source	knowledge_assertion	manual_agent	infores:metatraits
nitrogen-source-l-methionine	nitrogen source: L-methionine	METPO:2000014	uses as nitrogen source	CHEBI:16643	L-methionine	METPO:2000040	does not use as nitrogen source	knowledge_assertion	manual_agent	infores:metatraits
nitrogen-source-l-proline	nitrogen source: L-proline	METPO:2000014	uses as nitrogen source	CHEBI:17203	L-proline	METPO:2000040	does not use as nitrogen source	knowledge_assertion	manual_agent	infores:metatraits
nitrogen-source-l-rhamnose	nitrogen source: L-rhamnose	METPO:2000014	uses as nitrogen source	CHEBI:62345	L-rhamnose	METPO:2000040	does not use as nitrogen source	knowledge_assertion	manual_agent	infores:metatraits
nitrogen-source-l-serine	nitrogen source: L-serine	METPO:2000014	uses as nitrogen source	CHEBI:17115	L-serine	METPO:2000040	does not use as nitrogen source	knowledge_assertion	manual_agent	infores:metatraits
nitrogen-source-l-threonine	nitrogen source: L-threonine	METPO:2000014	uses as nitrogen source	CHEBI:16857	L-threonine	METPO:2000040	does not use as nitrogen source	knowledge_assertion	manual_agent	infores:metatraits
nitrogen-source-l-valine	nitrogen source: L-valine	METPO:2000014	uses as nitrogen source	CHEBI:16414	L-valine	METPO:2000040	does not use as nitrogen source	knowledge_assertion	manual_agent	infores:metatraits
nitrogen-source-nitrate	nitrogen source: nitrate	METPO:2000014	uses as nitrogen source	CHEBI:17632	nitrate	METPO:2000040	does not use as nitrogen source	knowledge_assertion	manual_agent	infores:metatraits
nitrogen-source-nitrite	nitrogen source: nitrite	METPO:2000014	uses as nitrogen source	CHEBI:16301	nitrite	METPO:2000040	does not use as nitrogen source	knowledge_assertion	manual_agent	infores:metatraits
nitrogen-source-peptone	nitrogen source: peptone	METPO:2000014	uses as nitrogen source		peptone	METPO:2000040	does not use as nitrogen source	knowledge_assertion	manual_agent	infores:metatraits
nitrogen-source-thiocyanate	nitrogen source: thiocyanate	METPO:2000014	uses as nitrogen source	CHEBI:18022	thiocyanate	METPO:2000040	does not use as nitrogen source	knowledge_assertion	manual_agent	infores:metatraits
nitrogen-source-thiosulfate	nitrogen source: thiosulfate	METPO:2000014	uses as nitrogen source	CHEBI:16094	thiosulfate	METPO:2000040	does not use as nitrogen source	knowledge_assertion	manual_agent	infores:metatraits
nitrogen-source-urea	nitrogen source: urea	METPO:2000014	uses as nitrogen source	CHEBI:16199	urea	METPO:2000040	does not use as nitrogen source	knowledge_assertion	manual_agent	infores:metatraits
nitrogen-source-yeast-extract	nitrogen source: yeast extract	METPO:2000014	uses as nitrogen source		yeast extract	METPO:2000040	does not use as nitrogen source	knowledge_assertion	manual_agent	infores:metatraits
oxidation-arsenite-detoxification	oxidation: arsenite detoxification	METPO:2000016	oxidizes		arsenite detoxification	METPO:2000042	does not oxidize	knowledge_assertion	manual_agent	infores:metatraits
oxidation-arsenite	oxidation: arsenite	METPO:2000016	oxidizes		arsenite	METPO:2000042	does not oxidize	knowledge_assertion	manual_agent	infores:metatraits
oxidation-quinic-acid	oxidation: (-)-quinic acid	METPO:2000016	oxidizes	CHEBI:17521	(-)-quinic acid	METPO:2000042	does not oxidize	knowledge_assertion	manual_agent	infores:metatraits
oxidation-r-lactate	oxidation: (R)-lactate	METPO:2000016	oxidizes	CHEBI:16004	(R)-lactate	METPO:2000042	does not oxidize	knowledge_assertion	manual_agent	infores:metatraits
oxidation-r-malic-acid	oxidation: (R)-malic acid	METPO:2000016	oxidizes	CHEBI:30796	(R)-malic acid	METPO:2000042	does not oxidize	knowledge_assertion	manual_agent	infores:metatraits
oxidation-s-lactate	oxidation: (S)-lactate	METPO:2000016	oxidizes	CHEBI:16651	(S)-lactate	METPO:2000042	does not oxidize	knowledge_assertion	manual_agent	infores:metatraits
oxidation-s-malic-acid	oxidation: (S)-malic acid	METPO:2000016	oxidizes	CHEBI:30797	(S)-malic acid	METPO:2000042	does not oxidize	knowledge_assertion	manual_agent	infores:metatraits
oxidation-1-sodium-lactate	oxidation: 1 % sodium lactate	METPO:2000016	oxidizes		1 % sodium lactate	METPO:2000042	does not oxidize	knowledge_assertion	manual_agent	infores:metatraits
oxidation-2-deoxyadenosine	oxidation: 2-deoxyadenosine	METPO:2000016	oxidizes	CHEBI:17256	2-deoxyadenosine	METPO:2000042	does not oxidize	knowledge_assertion	manual_agent	infores:metatraits
oxidation-2-hydroxybutyrate	oxidation: 2-hydroxybutyrate	METPO:2000016	oxidizes	CHEBI:64552	2-hydroxybutyrate	METPO:2000042	does not oxidize	knowledge_assertion	manual_agent	infores:metatraits
oxidation-2-oxobutanoate	oxidation: 2-oxobutanoate	METPO:2000016	oxidizes	CHEBI:16763	2-oxobutanoate	METPO:2000042	does not oxidize	knowledge_assertion	manual_agent	infores:metatraits
oxidation-2-oxogluconate	oxidation: 2-oxogluconate	METPO:2000016	oxidizes		2-oxogluconate	METPO:2000042	does not oxidize	knowledge_assertion	manual_agent	infores:metatraits
oxidation-2-oxoglutarate	oxidation: 2-oxoglutarate	METPO:2000016	oxidizes	CHEBI:30916	2-oxoglutarate	METPO:2000042	does not oxidize	knowledge_assertion	manual_agent	infores:metatraits
oxidation-2-oxopentanoate	oxidation: 2-oxopentanoate	METPO:2000016	oxidizes	CHEBI:28644	2-oxopentanoate	METPO:2000042	does not oxidize	knowledge_assertion	manual_agent	infores:metatraits
oxidation-2-2-dimethylsuccinic-acid	oxidation: 2,2-dimethylsuccinic acid	METPO:2000016	oxidizes	CHEBI:86537	2,2-dimethylsuccinic acid	METPO:2000042	does not oxidize	knowledge_assertion	manual_agent	infores:metatraits
oxidation-2-3-butanediol	oxidation: 2,3-butanediol	METPO:2000016	oxidizes	CHEBI:62064	2,3-butanediol	METPO:2000042	does not oxidize	knowledge_assertion	manual_agent	infores:metatraits
oxidation-3-hydroxybutyrate	oxidation: 3-hydroxybutyrate	METPO:2000016	oxidizes	CHEBI:37054	3-hydroxybutyrate	METPO:2000042	does not oxidize	knowledge_assertion	manual_agent	infores:metatraits
oxidation-3-methylglucose	oxidation: 3-methylglucose	METPO:2000016	oxidizes	CHEBI:73918	3-methylglucose	METPO:2000042	does not oxidize	knowledge_assertion	manual_agent	infores:metatraits
oxidation-3-o-methyl-d-glucose	oxidation: 3-O-methyl-D-glucose	METPO:2000016	oxidizes	CHEBI:73918	3-O-methyl-D-glucose	METPO:2000042	does not oxidize	knowledge_assertion	manual_agent	infores:metatraits
oxidation-4-hydroxy-l-proline	oxidation: 4-hydroxy-L-proline	METPO:2000016	oxidizes	CHEBI:18240	4-hydroxy-L-proline	METPO:2000042	does not oxidize	knowledge_assertion	manual_agent	infores:metatraits
oxidation-4-hydroxybutyrate	oxidation: 4-hydroxybutyrate	METPO:2000016	oxidizes	CHEBI:16724	4-hydroxybutyrate	METPO:2000042	does not oxidize	knowledge_assertion	manual_agent	infores:metatraits
oxidation-4-hydroxyphenylacetic-acid	oxidation: 4-hydroxyphenylacetic acid	METPO:2000016	oxidizes	CHEBI:18101	4-hydroxyphenylacetic acid	METPO:2000042	does not oxidize	knowledge_assertion	manual_agent	infores:metatraits
oxidation-5-oxoproline	oxidation: 5-oxoproline	METPO:2000016	oxidizes	CHEBI:57606	5-oxoproline	METPO:2000042	does not oxidize	knowledge_assertion	manual_agent	infores:metatraits
oxidation-acetate	oxidation: acetate	METPO:2000016	oxidizes	CHEBI:30089	acetate	METPO:2000042	does not oxidize	knowledge_assertion	manual_agent	infores:metatraits
oxidation-acetic-acid	oxidation: acetic acid	METPO:2000016	oxidizes	CHEBI:16411	acetic acid	METPO:2000042	does not oxidize	knowledge_assertion	manual_agent	infores:metatraits
oxidation-acetoacetate	oxidation: acetoacetate	METPO:2000016	oxidizes	CHEBI:13705	acetoacetate	METPO:2000042	does not oxidize	knowledge_assertion	manual_agent	infores:metatraits
oxidation-adenosine	oxidation: adenosine	METPO:2000016	oxidizes	CHEBI:16335	adenosine	METPO:2000042	does not oxidize	knowledge_assertion	manual_agent	infores:metatraits
oxidation-adenosine-5-monophosphate	oxidation: adenosine 5&#39;-monophosphate	METPO:2000016	oxidizes	CHEBI:16027	adenosine 5&#39;-monophosphate	METPO:2000042	does not oxidize	knowledge_assertion	manual_agent	infores:metatraits
oxidation-adipate	oxidation: adipate	METPO:2000016	oxidizes	CHEBI:17128	adipate	METPO:2000042	does not oxidize	knowledge_assertion	manual_agent	infores:metatraits
oxidation-alanine	oxidation: alanine	METPO:2000016	oxidizes	CHEBI:16449	alanine	METPO:2000042	does not oxidize	knowledge_assertion	manual_agent	infores:metatraits
oxidation-alpha-cyclodextrin	oxidation: alpha-cyclodextrin	METPO:2000016	oxidizes	CHEBI:40585	alpha-cyclodextrin	METPO:2000042	does not oxidize	knowledge_assertion	manual_agent	infores:metatraits
oxidation-alpha-d-glucose	oxidation: alpha-D-glucose	METPO:2000016	oxidizes	CHEBI:17925	alpha-D-glucose	METPO:2000042	does not oxidize	knowledge_assertion	manual_agent	infores:metatraits
oxidation-alpha-d-glucose-6-phosphate	oxidation: alpha-D-glucose 6-phosphate	METPO:2000016	oxidizes	CHEBI:17665	alpha-D-glucose 6-phosphate	METPO:2000042	does not oxidize	knowledge_assertion	manual_agent	infores:metatraits
oxidation-alpha-hydroxybutyrate	oxidation: alpha-hydroxybutyrate	METPO:2000016	oxidizes	CHEBI:64552	alpha-hydroxybutyrate	METPO:2000042	does not oxidize	knowledge_assertion	manual_agent	infores:metatraits
oxidation-alpha-lactose	oxidation: alpha-lactose	METPO:2000016	oxidizes	CHEBI:36219	alpha-lactose	METPO:2000042	does not oxidize	knowledge_assertion	manual_agent	infores:metatraits
oxidation-ammonia	oxidation: ammonia	METPO:2000016	oxidizes	CHEBI:16134	ammonia	METPO:2000042	does not oxidize	knowledge_assertion	manual_agent	infores:metatraits
oxidation-amp	oxidation: amp	METPO:2000016	oxidizes	CHEBI:16027	amp	METPO:2000042	does not oxidize	knowledge_assertion	manual_agent	infores:metatraits
oxidation-amygdalin	oxidation: amygdalin	METPO:2000016	oxidizes	CHEBI:27613	amygdalin	METPO:2000042	does not oxidize	knowledge_assertion	manual_agent	infores:metatraits
oxidation-arabinitol	oxidation: arabinitol	METPO:2000016	oxidizes	CHEBI:22605	arabinitol	METPO:2000042	does not oxidize	knowledge_assertion	manual_agent	infores:metatraits
oxidation-arabinose	oxidation: arabinose	METPO:2000016	oxidizes	CHEBI:22599	arabinose	METPO:2000042	does not oxidize	knowledge_assertion	manual_agent	infores:metatraits
oxidation-arbutin	oxidation: arbutin	METPO:2000016	oxidizes	CHEBI:18305	arbutin	METPO:2000042	does not oxidize	knowledge_assertion	manual_agent	infores:metatraits
oxidation-arginine	oxidation: arginine	METPO:2000016	oxidizes	CHEBI:29016	arginine	METPO:2000042	does not oxidize	knowledge_assertion	manual_agent	infores:metatraits
oxidation-aztreonam	oxidation: aztreonam	METPO:2000016	oxidizes	CHEBI:161680	aztreonam	METPO:2000042	does not oxidize	knowledge_assertion	manual_agent	infores:metatraits
oxidation-beta-cyclodextrin	oxidation: beta-cyclodextrin	METPO:2000016	oxidizes	CHEBI:495055	beta-cyclodextrin	METPO:2000042	does not oxidize	knowledge_assertion	manual_agent	infores:metatraits
oxidation-beta-d-glucuronic-acid	oxidation: beta-D-glucuronic acid	METPO:2000016	oxidizes	CHEBI:28860	beta-D-glucuronic acid	METPO:2000042	does not oxidize	knowledge_assertion	manual_agent	infores:metatraits
oxidation-beta-hydroxybutyrate	oxidation: beta-hydroxybutyrate	METPO:2000016	oxidizes	CHEBI:8295	beta-hydroxybutyrate	METPO:2000042	does not oxidize	knowledge_assertion	manual_agent	infores:metatraits
oxidation-bromosuccinate	oxidation: bromosuccinate	METPO:2000016	oxidizes	CHEBI:73706	bromosuccinate	METPO:2000042	does not oxidize	knowledge_assertion	manual_agent	infores:metatraits
oxidation-butanol	oxidation: butanol	METPO:2000016	oxidizes	CHEBI:28885	butanol	METPO:2000042	does not oxidize	knowledge_assertion	manual_agent	infores:metatraits
oxidation-butyrate	oxidation: butyrate	METPO:2000016	oxidizes	CHEBI:17968	butyrate	METPO:2000042	does not oxidize	knowledge_assertion	manual_agent	infores:metatraits
oxidation-casamino-acids	oxidation: casamino acids	METPO:2000016	oxidizes		casamino acids	METPO:2000042	does not oxidize	knowledge_assertion	manual_agent	infores:metatraits
oxidation-casein	oxidation: casein	METPO:2000016	oxidizes		casein	METPO:2000042	does not oxidize	knowledge_assertion	manual_agent	infores:metatraits
oxidation-cellobiose	oxidation: cellobiose	METPO:2000016	oxidizes	CHEBI:17057	cellobiose	METPO:2000042	does not oxidize	knowledge_assertion	manual_agent	infores:metatraits
oxidation-choline	oxidation: choline	METPO:2000016	oxidizes	CHEBI:15354	choline	METPO:2000042	does not oxidize	knowledge_assertion	manual_agent	infores:metatraits
oxidation-cis-aconitate	oxidation: cis-aconitate	METPO:2000016	oxidizes	CHEBI:16383	cis-aconitate	METPO:2000042	does not oxidize	knowledge_assertion	manual_agent	infores:metatraits
oxidation-citrate	oxidation: citrate	METPO:2000016	oxidizes	CHEBI:16947	citrate	METPO:2000042	does not oxidize	knowledge_assertion	manual_agent	infores:metatraits
oxidation-citric-acid	oxidation: citric acid	METPO:2000016	oxidizes	CHEBI:53258	citric acid	METPO:2000042	does not oxidize	knowledge_assertion	manual_agent	infores:metatraits
oxidation-d-alanine	oxidation: D-alanine	METPO:2000016	oxidizes	CHEBI:15570	D-alanine	METPO:2000042	does not oxidize	knowledge_assertion	manual_agent	infores:metatraits
oxidation-d-arabinose	oxidation: D-arabinose	METPO:2000016	oxidizes	CHEBI:17108	D-arabinose	METPO:2000042	does not oxidize	knowledge_assertion	manual_agent	infores:metatraits
oxidation-d-arabitol	oxidation: D-arabitol	METPO:2000016	oxidizes	CHEBI:18333	D-arabitol	METPO:2000042	does not oxidize	knowledge_assertion	manual_agent	infores:metatraits
oxidation-d-aspartate	oxidation: D-aspartate	METPO:2000016	oxidizes	CHEBI:29990	D-aspartate	METPO:2000042	does not oxidize	knowledge_assertion	manual_agent	infores:metatraits
oxidation-d-fructose	oxidation: D-fructose	METPO:2000016	oxidizes	CHEBI:15824	D-fructose	METPO:2000042	does not oxidize	knowledge_assertion	manual_agent	infores:metatraits
oxidation-d-fructose-6-phosphate	oxidation: D-fructose 6-phosphate	METPO:2000016	oxidizes	CHEBI:78697	D-fructose 6-phosphate	METPO:2000042	does not oxidize	knowledge_assertion	manual_agent	infores:metatraits
oxidation-d-fucose	oxidation: D-fucose	METPO:2000016	oxidizes	CHEBI:28847	D-fucose	METPO:2000042	does not oxidize	knowledge_assertion	manual_agent	infores:metatraits
oxidation-d-galactonate	oxidation: D-galactonate	METPO:2000016	oxidizes	CHEBI:12931	D-galactonate	METPO:2000042	does not oxidize	knowledge_assertion	manual_agent	infores:metatraits
oxidation-d-galactonic-acid-lactone	oxidation: D-galactonic acid lactone	METPO:2000016	oxidizes	CHEBI:15895	D-galactonic acid lactone	METPO:2000042	does not oxidize	knowledge_assertion	manual_agent	infores:metatraits
oxidation-d-galactose	oxidation: D-galactose	METPO:2000016	oxidizes	CHEBI:12936	D-galactose	METPO:2000042	does not oxidize	knowledge_assertion	manual_agent	infores:metatraits
oxidation-d-galacturonic-acid	oxidation: D-galacturonic acid	METPO:2000016	oxidizes	CHEBI:18024	D-galacturonic acid	METPO:2000042	does not oxidize	knowledge_assertion	manual_agent	infores:metatraits
oxidation-d-glucarate	oxidation: D-glucarate	METPO:2000016	oxidizes	CHEBI:30612	D-glucarate	METPO:2000042	does not oxidize	knowledge_assertion	manual_agent	infores:metatraits
oxidation-d-gluconate	oxidation: D-gluconate	METPO:2000016	oxidizes	CHEBI:8391	D-gluconate	METPO:2000042	does not oxidize	knowledge_assertion	manual_agent	infores:metatraits
oxidation-d-glucose	oxidation: D-glucose	METPO:2000016	oxidizes	CHEBI:17634	D-glucose	METPO:2000042	does not oxidize	knowledge_assertion	manual_agent	infores:metatraits
oxidation-d-glucose-6-phosphate	oxidation: D-glucose 6-phosphate	METPO:2000016	oxidizes	CHEBI:14314	D-glucose 6-phosphate	METPO:2000042	does not oxidize	knowledge_assertion	manual_agent	infores:metatraits
oxidation-d-glucuronate	oxidation: D-glucuronate	METPO:2000016	oxidizes	CHEBI:15748	D-glucuronate	METPO:2000042	does not oxidize	knowledge_assertion	manual_agent	infores:metatraits
oxidation-d-malate	oxidation: D-malate	METPO:2000016	oxidizes	CHEBI:15588	D-malate	METPO:2000042	does not oxidize	knowledge_assertion	manual_agent	infores:metatraits
oxidation-d-mannitol	oxidation: D-mannitol	METPO:2000016	oxidizes	CHEBI:16899	D-mannitol	METPO:2000042	does not oxidize	knowledge_assertion	manual_agent	infores:metatraits
oxidation-d-mannose	oxidation: D-mannose	METPO:2000016	oxidizes	CHEBI:16024	D-mannose	METPO:2000042	does not oxidize	knowledge_assertion	manual_agent	infores:metatraits
oxidation-d-psicose	oxidation: D-psicose	METPO:2000016	oxidizes	CHEBI:27605	D-psicose	METPO:2000042	does not oxidize	knowledge_assertion	manual_agent	infores:metatraits
oxidation-d-ribose	oxidation: D-ribose	METPO:2000016	oxidizes	CHEBI:16988	D-ribose	METPO:2000042	does not oxidize	knowledge_assertion	manual_agent	infores:metatraits
oxidation-d-salicin	oxidation: D-salicin	METPO:2000016	oxidizes	CHEBI:17814	D-salicin	METPO:2000042	does not oxidize	knowledge_assertion	manual_agent	infores:metatraits
oxidation-d-serine	oxidation: D-serine	METPO:2000016	oxidizes	CHEBI:16523	D-serine	METPO:2000042	does not oxidize	knowledge_assertion	manual_agent	infores:metatraits
oxidation-d-sorbitol	oxidation: D-sorbitol	METPO:2000016	oxidizes	CHEBI:17924	D-sorbitol	METPO:2000042	does not oxidize	knowledge_assertion	manual_agent	infores:metatraits
oxidation-d-tagatose	oxidation: D-tagatose	METPO:2000016	oxidizes	CHEBI:16443	D-tagatose	METPO:2000042	does not oxidize	knowledge_assertion	manual_agent	infores:metatraits
oxidation-d-trehalose	oxidation: D-trehalose	METPO:2000016	oxidizes	CHEBI:16551	D-trehalose	METPO:2000042	does not oxidize	knowledge_assertion	manual_agent	infores:metatraits
oxidation-d-xylose	oxidation: D-xylose	METPO:2000016	oxidizes	CHEBI:65327	D-xylose	METPO:2000042	does not oxidize	knowledge_assertion	manual_agent	infores:metatraits
oxidation-dextrin	oxidation: dextrin	METPO:2000016	oxidizes	CHEBI:23652	dextrin	METPO:2000042	does not oxidize	knowledge_assertion	manual_agent	infores:metatraits
oxidation-dl-alanine	oxidation: dl-alanine	METPO:2000016	oxidizes	CHEBI:16449	dl-alanine	METPO:2000042	does not oxidize	knowledge_assertion	manual_agent	infores:metatraits
oxidation-elemental-sulfur	oxidation: elemental sulfur	METPO:2000016	oxidizes	CHEBI:33403	elemental sulfur	METPO:2000042	does not oxidize	knowledge_assertion	manual_agent	infores:metatraits
oxidation-erythritol	oxidation: erythritol	METPO:2000016	oxidizes	CHEBI:17113	erythritol	METPO:2000042	does not oxidize	knowledge_assertion	manual_agent	infores:metatraits
oxidation-ethanol	oxidation: ethanol	METPO:2000016	oxidizes	CHEBI:16236	ethanol	METPO:2000042	does not oxidize	knowledge_assertion	manual_agent	infores:metatraits
oxidation-ferrous-sulfate	oxidation: ferrous sulfate	METPO:2000016	oxidizes	CHEBI:75832	ferrous sulfate	METPO:2000042	does not oxidize	knowledge_assertion	manual_agent	infores:metatraits
oxidation-formate	oxidation: formate	METPO:2000016	oxidizes	CHEBI:15740	formate	METPO:2000042	does not oxidize	knowledge_assertion	manual_agent	infores:metatraits
oxidation-fructose	oxidation: fructose	METPO:2000016	oxidizes	CHEBI:28757	fructose	METPO:2000042	does not oxidize	knowledge_assertion	manual_agent	infores:metatraits
oxidation-fumarate	oxidation: fumarate	METPO:2000016	oxidizes	CHEBI:29806	fumarate	METPO:2000042	does not oxidize	knowledge_assertion	manual_agent	infores:metatraits
oxidation-galactarate	oxidation: galactarate	METPO:2000016	oxidizes	CHEBI:16537	galactarate	METPO:2000042	does not oxidize	knowledge_assertion	manual_agent	infores:metatraits
oxidation-galactitol	oxidation: galactitol	METPO:2000016	oxidizes	CHEBI:16813	galactitol	METPO:2000042	does not oxidize	knowledge_assertion	manual_agent	infores:metatraits
oxidation-gamma-aminobutyric-acid	oxidation: gamma-aminobutyric acid	METPO:2000016	oxidizes	CHEBI:16865	gamma-aminobutyric acid	METPO:2000042	does not oxidize	knowledge_assertion	manual_agent	infores:metatraits
oxidation-gelatin	oxidation: gelatin	METPO:2000016	oxidizes	CHEBI:5291	gelatin	METPO:2000042	does not oxidize	knowledge_assertion	manual_agent	infores:metatraits
oxidation-gentiobiose	oxidation: gentiobiose	METPO:2000016	oxidizes	CHEBI:28066	gentiobiose	METPO:2000042	does not oxidize	knowledge_assertion	manual_agent	infores:metatraits
oxidation-gluconate	oxidation: gluconate	METPO:2000016	oxidizes	CHEBI:24265	gluconate	METPO:2000042	does not oxidize	knowledge_assertion	manual_agent	infores:metatraits
oxidation-glucose	oxidation: glucose	METPO:2000016	oxidizes	CHEBI:17234	glucose	METPO:2000042	does not oxidize	knowledge_assertion	manual_agent	infores:metatraits
oxidation-glucuronamide	oxidation: glucuronamide	METPO:2000016	oxidizes	CHEBI:32323	glucuronamide	METPO:2000042	does not oxidize	knowledge_assertion	manual_agent	infores:metatraits
oxidation-glycerol	oxidation: glycerol	METPO:2000016	oxidizes	CHEBI:17754	glycerol	METPO:2000042	does not oxidize	knowledge_assertion	manual_agent	infores:metatraits
oxidation-glycine-proline	oxidation: glycine-proline	METPO:2000016	oxidizes	CHEBI:70744	glycine-proline	METPO:2000042	does not oxidize	knowledge_assertion	manual_agent	infores:metatraits
oxidation-glycyl-l-proline	oxidation: glycyl-L-proline	METPO:2000016	oxidizes	CHEBI:70744	glycyl-L-proline	METPO:2000042	does not oxidize	knowledge_assertion	manual_agent	infores:metatraits
oxidation-indole-3-acetic-acid	oxidation: indole-3-acetic acid	METPO:2000016	oxidizes	CHEBI:16411	indole-3-acetic acid	METPO:2000042	does not oxidize	knowledge_assertion	manual_agent	infores:metatraits
oxidation-iodide	oxidation: iodide	METPO:2000016	oxidizes	CHEBI:16382	iodide	METPO:2000042	does not oxidize	knowledge_assertion	manual_agent	infores:metatraits
oxidation-iron	oxidation: iron	METPO:2000016	oxidizes	CHEBI:18248	iron	METPO:2000042	does not oxidize	knowledge_assertion	manual_agent	infores:metatraits
oxidation-l-alaninamide	oxidation: L-alaninamide	METPO:2000016	oxidizes	CHEBI:21217	L-alaninamide	METPO:2000042	does not oxidize	knowledge_assertion	manual_agent	infores:metatraits
oxidation-l-arginine	oxidation: L-arginine	METPO:2000016	oxidizes	CHEBI:16467	L-arginine	METPO:2000042	does not oxidize	knowledge_assertion	manual_agent	infores:metatraits
oxidation-l-aspartate	oxidation: L-aspartate	METPO:2000016	oxidizes	CHEBI:29991	L-aspartate	METPO:2000042	does not oxidize	knowledge_assertion	manual_agent	infores:metatraits
oxidation-lactate	oxidation: lactate	METPO:2000016	oxidizes	CHEBI:24996	lactate	METPO:2000042	does not oxidize	knowledge_assertion	manual_agent	infores:metatraits
oxidation-manganese	oxidation: manganese	METPO:2000016	oxidizes	CHEBI:18291	manganese	METPO:2000042	does not oxidize	knowledge_assertion	manual_agent	infores:metatraits
oxidation-methane	oxidation: methane	METPO:2000016	oxidizes	CHEBI:16183	methane	METPO:2000042	does not oxidize	knowledge_assertion	manual_agent	infores:metatraits
oxidation-methanol	oxidation: methanol	METPO:2000016	oxidizes	CHEBI:17790	methanol	METPO:2000042	does not oxidize	knowledge_assertion	manual_agent	infores:metatraits
oxidation-methyl-pyruvate	oxidation: methyl pyruvate	METPO:2000016	oxidizes	CHEBI:51850	methyl pyruvate	METPO:2000042	does not oxidize	knowledge_assertion	manual_agent	infores:metatraits
oxidation-proline	oxidation: proline	METPO:2000016	oxidizes	CHEBI:26271	proline	METPO:2000042	does not oxidize	knowledge_assertion	manual_agent	infores:metatraits
oxidation-pyrite	oxidation: pyrite	METPO:2000016	oxidizes	CHEBI:86471	pyrite	METPO:2000042	does not oxidize	knowledge_assertion	manual_agent	infores:metatraits
oxidation-pyruvate	oxidation: pyruvate	METPO:2000016	oxidizes	CHEBI:15361	pyruvate	METPO:2000042	does not oxidize	knowledge_assertion	manual_agent	infores:metatraits
oxidation-sebacic-acid	oxidation: sebacic acid	METPO:2000016	oxidizes	CHEBI:41865	sebacic acid	METPO:2000042	does not oxidize	knowledge_assertion	manual_agent	infores:metatraits
oxidation-succinate	oxidation: succinate	METPO:2000016	oxidizes	CHEBI:30031	succinate	METPO:2000042	does not oxidize	knowledge_assertion	manual_agent	infores:metatraits
