# KGX edge templates for MetaTraits composed traits
# Subject is left blank — fill with strain/genome CURIE per source database
# Generated: 2026-02-12
# Tool: metpo/scripts/curie_join_metatraits.py v0.2.0
# Pattern: <subject> --[predicate_id]--> <object_id>
#   e.g.: NCBITaxon:562 --[METPO:2000011 ferments]--> CHEBI:17234 (glucose)
# Use negative_predicate_id for negative assay results
#   e.g.: NCBITaxon:562 --[METPO:2000037 does not ferment]--> CHEBI:17057 (cellobiose)
#
metatraits_card_id	metatraits_trait	predicate_id	predicate_label	object_id	object_label	negative_predicate_id	negative_predicate_label	knowledge_level	agent_type	primary_knowledge_source
assimilation-l-valine	assimilation: L-valine	METPO:2000002	assimilates	CHEBI:16414	L-valine	METPO:2000027	does not assimilate	knowledge_assertion	manual_agent	infores:metatraits
assimilation-lactate	assimilation: lactate	METPO:2000002	assimilates	CHEBI:24996	lactate	METPO:2000027	does not assimilate	knowledge_assertion	manual_agent	infores:metatraits
assimilation-lactose	assimilation: lactose	METPO:2000002	assimilates	CHEBI:17716	lactose	METPO:2000027	does not assimilate	knowledge_assertion	manual_agent	infores:metatraits
assimilation-malate	assimilation: malate	METPO:2000002	assimilates	CHEBI:25115	malate	METPO:2000027	does not assimilate	knowledge_assertion	manual_agent	infores:metatraits
assimilation-malonate	assimilation: malonate	METPO:2000002	assimilates	CHEBI:15792	malonate	METPO:2000027	does not assimilate	knowledge_assertion	manual_agent	infores:metatraits
assimilation-maltose	assimilation: maltose	METPO:2000002	assimilates	CHEBI:17306	maltose	METPO:2000027	does not assimilate	knowledge_assertion	manual_agent	infores:metatraits
assimilation-mannan	assimilation: mannan	METPO:2000002	assimilates	CHEBI:28808	mannan	METPO:2000027	does not assimilate	knowledge_assertion	manual_agent	infores:metatraits
assimilation-mannitol	assimilation: mannitol	METPO:2000002	assimilates	CHEBI:29864	mannitol	METPO:2000027	does not assimilate	knowledge_assertion	manual_agent	infores:metatraits
assimilation-mannose	assimilation: mannose	METPO:2000002	assimilates	CHEBI:37684	mannose	METPO:2000027	does not assimilate	knowledge_assertion	manual_agent	infores:metatraits
assimilation-meat-extract	assimilation: meat extract	METPO:2000002	assimilates		meat extract	METPO:2000027	does not assimilate	knowledge_assertion	manual_agent	infores:metatraits
assimilation-melezitose	assimilation: melezitose	METPO:2000002	assimilates	CHEBI:6731	melezitose	METPO:2000027	does not assimilate	knowledge_assertion	manual_agent	infores:metatraits
assimilation-melibiose	assimilation: melibiose	METPO:2000002	assimilates	CHEBI:28053	melibiose	METPO:2000027	does not assimilate	knowledge_assertion	manual_agent	infores:metatraits
assimilation-methanol	assimilation: methanol	METPO:2000002	assimilates	CHEBI:17790	methanol	METPO:2000027	does not assimilate	knowledge_assertion	manual_agent	infores:metatraits
assimilation-methyl-alpha-d-glucopyranoside	assimilation: methyl alpha-D-glucopyranoside	METPO:2000002	assimilates	CHEBI:320061	methyl alpha-D-glucopyranoside	METPO:2000027	does not assimilate	knowledge_assertion	manual_agent	infores:metatraits
assimilation-methylamine	assimilation: methylamine	METPO:2000002	assimilates	CHEBI:16830	methylamine	METPO:2000027	does not assimilate	knowledge_assertion	manual_agent	infores:metatraits
assimilation-milk	assimilation: milk	METPO:2000002	assimilates		milk	METPO:2000027	does not assimilate	knowledge_assertion	manual_agent	infores:metatraits
assimilation-monomethyl-succinate	assimilation: monomethyl succinate	METPO:2000002	assimilates	CHEBI:75146	monomethyl succinate	METPO:2000027	does not assimilate	knowledge_assertion	manual_agent	infores:metatraits
assimilation-myo-inositol	assimilation: myo-inositol	METPO:2000002	assimilates	CHEBI:17268	myo-inositol	METPO:2000027	does not assimilate	knowledge_assertion	manual_agent	infores:metatraits
assimilation-n-acetyl-d-glucosamine	assimilation: N-acetyl-D-glucosamine	METPO:2000002	assimilates	CHEBI:506227	N-acetyl-D-glucosamine	METPO:2000027	does not assimilate	knowledge_assertion	manual_agent	infores:metatraits
assimilation-n-acetylglucosamine	assimilation: N-acetylglucosamine	METPO:2000002	assimilates	CHEBI:59640	N-acetylglucosamine	METPO:2000027	does not assimilate	knowledge_assertion	manual_agent	infores:metatraits
assimilation-pectin	assimilation: pectin	METPO:2000002	assimilates	CHEBI:17309	pectin	METPO:2000027	does not assimilate	knowledge_assertion	manual_agent	infores:metatraits
assimilation-peptone	assimilation: peptone	METPO:2000002	assimilates		peptone	METPO:2000027	does not assimilate	knowledge_assertion	manual_agent	infores:metatraits
assimilation-phenylacetate	assimilation: phenylacetate	METPO:2000002	assimilates	CHEBI:18401	phenylacetate	METPO:2000027	does not assimilate	knowledge_assertion	manual_agent	infores:metatraits
assimilation-phenylalanine	assimilation: phenylalanine	METPO:2000002	assimilates	CHEBI:28044	phenylalanine	METPO:2000027	does not assimilate	knowledge_assertion	manual_agent	infores:metatraits
assimilation-potassium-5-dehydro-d-gluconate	assimilation: potassium 5-dehydro-D-gluconate	METPO:2000002	assimilates		potassium 5-dehydro-D-gluconate	METPO:2000027	does not assimilate	knowledge_assertion	manual_agent	infores:metatraits
assimilation-potassium-gluconate	assimilation: potassium gluconate	METPO:2000002	assimilates	CHEBI:32032	potassium gluconate	METPO:2000027	does not assimilate	knowledge_assertion	manual_agent	infores:metatraits
assimilation-propionate	assimilation: propionate	METPO:2000002	assimilates	CHEBI:17272	propionate	METPO:2000027	does not assimilate	knowledge_assertion	manual_agent	infores:metatraits
assimilation-pyruvate	assimilation: pyruvate	METPO:2000002	assimilates	CHEBI:15361	pyruvate	METPO:2000027	does not assimilate	knowledge_assertion	manual_agent	infores:metatraits
assimilation-quercetin	assimilation: quercetin	METPO:2000002	assimilates	CHEBI:16243	quercetin	METPO:2000027	does not assimilate	knowledge_assertion	manual_agent	infores:metatraits
assimilation-raffinose	assimilation: raffinose	METPO:2000002	assimilates	CHEBI:16634	raffinose	METPO:2000027	does not assimilate	knowledge_assertion	manual_agent	infores:metatraits
assimilation-ribitol	assimilation: ribitol	METPO:2000002	assimilates	CHEBI:15963	ribitol	METPO:2000027	does not assimilate	knowledge_assertion	manual_agent	infores:metatraits
assimilation-sodium-acetate	assimilation: sodium acetate	METPO:2000002	assimilates	CHEBI:32954	sodium acetate	METPO:2000027	does not assimilate	knowledge_assertion	manual_agent	infores:metatraits
assimilation-sodium-citrate	assimilation: sodium citrate	METPO:2000002	assimilates	CHEBI:53258	sodium citrate	METPO:2000027	does not assimilate	knowledge_assertion	manual_agent	infores:metatraits
assimilation-sodium-formate	assimilation: sodium formate	METPO:2000002	assimilates	CHEBI:62965	sodium formate	METPO:2000027	does not assimilate	knowledge_assertion	manual_agent	infores:metatraits
assimilation-sodium-pyruvate	assimilation: sodium pyruvate	METPO:2000002	assimilates	CHEBI:50144	sodium pyruvate	METPO:2000027	does not assimilate	knowledge_assertion	manual_agent	infores:metatraits
assimilation-sorbitol	assimilation: sorbitol	METPO:2000002	assimilates	CHEBI:30911	sorbitol	METPO:2000027	does not assimilate	knowledge_assertion	manual_agent	infores:metatraits
assimilation-succinate	assimilation: succinate	METPO:2000002	assimilates	CHEBI:30031	succinate	METPO:2000027	does not assimilate	knowledge_assertion	manual_agent	infores:metatraits
assimilation-sucrose	assimilation: sucrose	METPO:2000002	assimilates	CHEBI:17992	sucrose	METPO:2000027	does not assimilate	knowledge_assertion	manual_agent	infores:metatraits
assimilation-threonine	assimilation: threonine	METPO:2000002	assimilates	CHEBI:26986	threonine	METPO:2000027	does not assimilate	knowledge_assertion	manual_agent	infores:metatraits
assimilation-trehalose	assimilation: trehalose	METPO:2000002	assimilates	CHEBI:27082	trehalose	METPO:2000027	does not assimilate	knowledge_assertion	manual_agent	infores:metatraits
assimilation-trimethylamine	assimilation: trimethylamine	METPO:2000002	assimilates	CHEBI:18139	trimethylamine	METPO:2000027	does not assimilate	knowledge_assertion	manual_agent	infores:metatraits
assimilation-tryptophan	assimilation: tryptophan	METPO:2000002	assimilates	CHEBI:27897	tryptophan	METPO:2000027	does not assimilate	knowledge_assertion	manual_agent	infores:metatraits
assimilation-tween-40	assimilation: tween 40	METPO:2000002	assimilates	CHEBI:53423	tween 40	METPO:2000027	does not assimilate	knowledge_assertion	manual_agent	infores:metatraits
assimilation-tyrosine	assimilation: tyrosine	METPO:2000002	assimilates	CHEBI:18186	tyrosine	METPO:2000027	does not assimilate	knowledge_assertion	manual_agent	infores:metatraits
assimilation-valerate	assimilation: valerate	METPO:2000002	assimilates	CHEBI:31011	valerate	METPO:2000027	does not assimilate	knowledge_assertion	manual_agent	infores:metatraits
assimilation-xylose	assimilation: xylose	METPO:2000002	assimilates	CHEBI:18222	xylose	METPO:2000027	does not assimilate	knowledge_assertion	manual_agent	infores:metatraits
builds-acid-from-d-fructose	builds acid from: (-)-D-fructose	METPO:2000003	builds acid from	CHEBI:48095	(-)-D-fructose	METPO:2000028	does not build acid from	knowledge_assertion	manual_agent	infores:metatraits
builds-acid-from-d-glucose	builds acid from: (-)-D-glucose	METPO:2000003	builds acid from	CHEBI:17634	(-)-D-glucose	METPO:2000028	does not build acid from	knowledge_assertion	manual_agent	infores:metatraits
builds-acid-from-d-rhamnose	builds acid from: (-)-D-rhamnose	METPO:2000003	builds acid from		(-)-D-rhamnose	METPO:2000028	does not build acid from	knowledge_assertion	manual_agent	infores:metatraits
builds-acid-from-d-ribose	builds acid from: (-)-D-ribose	METPO:2000003	builds acid from	CHEBI:16988	(-)-D-ribose	METPO:2000028	does not build acid from	knowledge_assertion	manual_agent	infores:metatraits
builds-acid-from-d-sorbitol	builds acid from: (-)-D-sorbitol	METPO:2000003	builds acid from	CHEBI:17924	(-)-D-sorbitol	METPO:2000028	does not build acid from	knowledge_assertion	manual_agent	infores:metatraits
builds-acid-from-l-sorbose	builds acid from: (-)-L-sorbose	METPO:2000003	builds acid from	CHEBI:17266	(-)-L-sorbose	METPO:2000028	does not build acid from	knowledge_assertion	manual_agent	infores:metatraits
builds-acid-from-l-xylose	builds acid from: (-)-L-xylose	METPO:2000003	builds acid from	CHEBI:65328	(-)-L-xylose	METPO:2000028	does not build acid from	knowledge_assertion	manual_agent	infores:metatraits
builds-acid-from-d-arabitol	builds acid from: (+)-D-arabitol	METPO:2000003	builds acid from	CHEBI:18333	(+)-D-arabitol	METPO:2000028	does not build acid from	knowledge_assertion	manual_agent	infores:metatraits
builds-acid-from-d-fucose	builds acid from: (+)-D-fucose	METPO:2000003	builds acid from	CHEBI:28847	(+)-D-fucose	METPO:2000028	does not build acid from	knowledge_assertion	manual_agent	infores:metatraits
builds-acid-from-d-galactose	builds acid from: (+)-D-galactose	METPO:2000003	builds acid from		(+)-D-galactose	METPO:2000028	does not build acid from	knowledge_assertion	manual_agent	infores:metatraits
builds-acid-from-d-glucose	builds acid from: (+)-D-glucose	METPO:2000003	builds acid from	CHEBI:17634	(+)-D-glucose	METPO:2000028	does not build acid from	knowledge_assertion	manual_agent	infores:metatraits
builds-acid-from-d-glycogen	builds acid from: (+)-D-glycogen	METPO:2000003	builds acid from		(+)-D-glycogen	METPO:2000028	does not build acid from	knowledge_assertion	manual_agent	infores:metatraits
builds-acid-from-l-rhamnose	builds acid from: (+)-L-rhamnose	METPO:2000003	builds acid from		(+)-L-rhamnose	METPO:2000028	does not build acid from	knowledge_assertion	manual_agent	infores:metatraits
builds-acid-from-r-amygdalin	builds acid from: (R)-amygdalin	METPO:2000003	builds acid from	CHEBI:17019	(R)-amygdalin	METPO:2000028	does not build acid from	knowledge_assertion	manual_agent	infores:metatraits
builds-acid-from-s-lactate	builds acid from: (S)-lactate	METPO:2000003	builds acid from	CHEBI:16651	(S)-lactate	METPO:2000028	does not build acid from	knowledge_assertion	manual_agent	infores:metatraits
builds-acid-from-1-sodium-lactate	builds acid from: 1 % sodium lactate	METPO:2000003	builds acid from		1 % sodium lactate	METPO:2000028	does not build acid from	knowledge_assertion	manual_agent	infores:metatraits
builds-acid-from-1-o-methyl-alpha-galactopyranoside	builds acid from: 1-o-methyl alpha-galactopyranoside	METPO:2000003	builds acid from		1-o-methyl alpha-galactopyranoside	METPO:2000028	does not build acid from	knowledge_assertion	manual_agent	infores:metatraits
builds-acid-from-1-3-beta-d-glucan	builds acid from: 1,3-beta-d-glucan	METPO:2000003	builds acid from	CHEBI:37671	1,3-beta-d-glucan	METPO:2000028	does not build acid from	knowledge_assertion	manual_agent	infores:metatraits
builds-acid-from-2-dehydro-d-gluconate	builds acid from: 2-dehydro-D-gluconate	METPO:2000003	builds acid from	CHEBI:16808	2-dehydro-D-gluconate	METPO:2000028	does not build acid from	knowledge_assertion	manual_agent	infores:metatraits
builds-acid-from-2-deoxy-d-ribose	builds acid from: 2-deoxy-d-ribose	METPO:2000003	builds acid from	CHEBI:28816	2-deoxy-d-ribose	METPO:2000028	does not build acid from	knowledge_assertion	manual_agent	infores:metatraits
builds-acid-from-2-deoxyadenosine	builds acid from: 2-deoxyadenosine	METPO:2000003	builds acid from	CHEBI:17256	2-deoxyadenosine	METPO:2000028	does not build acid from	knowledge_assertion	manual_agent	infores:metatraits
builds-acid-from-2-hydroxybutyrate	builds acid from: 2-hydroxybutyrate	METPO:2000003	builds acid from	CHEBI:64552	2-hydroxybutyrate	METPO:2000028	does not build acid from	knowledge_assertion	manual_agent	infores:metatraits
builds-acid-from-2-naphthyl-dihydrogen-phosphate	builds acid from: 2-naphthyl dihydrogen phosphate	METPO:2000003	builds acid from	CHEBI:91043	2-naphthyl dihydrogen phosphate	METPO:2000028	does not build acid from	knowledge_assertion	manual_agent	infores:metatraits
builds-acid-from-2-oxogluconate	builds acid from: 2-oxogluconate	METPO:2000003	builds acid from		2-oxogluconate	METPO:2000028	does not build acid from	knowledge_assertion	manual_agent	infores:metatraits
builds-acid-from-2-oxoglutarate	builds acid from: 2-oxoglutarate	METPO:2000003	builds acid from	CHEBI:30916	2-oxoglutarate	METPO:2000028	does not build acid from	knowledge_assertion	manual_agent	infores:metatraits
builds-acid-from-2-3-butanediol	builds acid from: 2,3-butanediol	METPO:2000003	builds acid from	CHEBI:62064	2,3-butanediol	METPO:2000028	does not build acid from	knowledge_assertion	manual_agent	infores:metatraits
builds-acid-from-2-deoxyinosine	builds acid from: 2&#39;-deoxyinosine	METPO:2000003	builds acid from	CHEBI:28997	2&#39;-deoxyinosine	METPO:2000028	does not build acid from	knowledge_assertion	manual_agent	infores:metatraits
builds-acid-from-3-4-nitrophenyl-carbamoylamino-propanoic-acid	builds acid from: 3-[(4-nitrophenyl)carbamoylamino]propanoic acid	METPO:2000003	builds acid from		3-[(4-nitrophenyl)carbamoylamino]propanoic acid	METPO:2000028	does not build acid from	knowledge_assertion	manual_agent	infores:metatraits
builds-acid-from-3-hydroxybenzoate	builds acid from: 3-hydroxybenzoate	METPO:2000003	builds acid from	CHEBI:16193	3-hydroxybenzoate	METPO:2000028	does not build acid from	knowledge_assertion	manual_agent	infores:metatraits
builds-acid-from-3-hydroxybutyrate	builds acid from: 3-hydroxybutyrate	METPO:2000003	builds acid from	CHEBI:37054	3-hydroxybutyrate	METPO:2000028	does not build acid from	knowledge_assertion	manual_agent	infores:metatraits
builds-acid-from-3-o-methyl-alpha-d-glucopyranoside	builds acid from: 3-O-methyl alpha-D-glucopyranoside	METPO:2000003	builds acid from		3-O-methyl alpha-D-glucopyranoside	METPO:2000028	does not build acid from	knowledge_assertion	manual_agent	infores:metatraits
builds-acid-from-3-o-methyl-d-glucose	builds acid from: 3-O-methyl-D-glucose	METPO:2000003	builds acid from	CHEBI:73918	3-O-methyl-D-glucose	METPO:2000028	does not build acid from	knowledge_assertion	manual_agent	infores:metatraits
builds-acid-from-4-hydroxybenzoate	builds acid from: 4-hydroxybenzoate	METPO:2000003	builds acid from	CHEBI:17879	4-hydroxybenzoate	METPO:2000028	does not build acid from	knowledge_assertion	manual_agent	infores:metatraits
builds-acid-from-4-hydroxybutyrate	builds acid from: 4-hydroxybutyrate	METPO:2000003	builds acid from	CHEBI:16724	4-hydroxybutyrate	METPO:2000028	does not build acid from	knowledge_assertion	manual_agent	infores:metatraits
builds-acid-from-4-hydroxyphenylacetic-acid	builds acid from: 4-hydroxyphenylacetic acid	METPO:2000003	builds acid from	CHEBI:18101	4-hydroxyphenylacetic acid	METPO:2000028	does not build acid from	knowledge_assertion	manual_agent	infores:metatraits
builds-acid-from-4-nitrophenyl-alpha-d-galactoside	builds acid from: 4-nitrophenyl alpha-D-galactoside	METPO:2000003	builds acid from	CHEBI:546840	4-nitrophenyl alpha-D-galactoside	METPO:2000028	does not build acid from	knowledge_assertion	manual_agent	infores:metatraits
builds-acid-from-4-nitrophenyl-alpha-d-glucopyranoside	builds acid from: 4-nitrophenyl alpha-D-glucopyranoside	METPO:2000003	builds acid from	CHEBI:91122	4-nitrophenyl alpha-D-glucopyranoside	METPO:2000028	does not build acid from	knowledge_assertion	manual_agent	infores:metatraits
builds-acid-from-4-nitrophenyl-beta-d-galactopyranoside	builds acid from: 4-nitrophenyl beta-D-galactopyranoside	METPO:2000003	builds acid from	CHEBI:355715	4-nitrophenyl beta-D-galactopyranoside	METPO:2000028	does not build acid from	knowledge_assertion	manual_agent	infores:metatraits
builds-acid-from-4-nitrophenyl-beta-d-galactopyranoside-hydrolysate	builds acid from: 4-nitrophenyl beta-D-galactopyranoside hydrolysate	METPO:2000003	builds acid from		4-nitrophenyl beta-D-galactopyranoside hydrolysate	METPO:2000028	does not build acid from	knowledge_assertion	manual_agent	infores:metatraits
builds-acid-from-4-nitrophenyl-beta-d-glucopyranoside	builds acid from: 4-nitrophenyl beta-D-glucopyranoside	METPO:2000003	builds acid from	CHEBI:90259	4-nitrophenyl beta-D-glucopyranoside	METPO:2000028	does not build acid from	knowledge_assertion	manual_agent	infores:metatraits
builds-acid-from-4-nitrophenyl-beta-d-glucuronide	builds acid from: 4-nitrophenyl beta-D-glucuronide	METPO:2000003	builds acid from	CHEBI:90146	4-nitrophenyl beta-D-glucuronide	METPO:2000028	does not build acid from	knowledge_assertion	manual_agent	infores:metatraits
builds-acid-from-4-nitrophenyl-beta-d-xylopyranoside	builds acid from: 4-nitrophenyl beta-D-xylopyranoside	METPO:2000003	builds acid from	CHEBI:90148	4-nitrophenyl beta-D-xylopyranoside	METPO:2000028	does not build acid from	knowledge_assertion	manual_agent	infores:metatraits
builds-acid-from-4-nitrophenyl-alpha-d-maltopyranoside	builds acid from: 4-nitrophenyl-alpha-D-maltopyranoside	METPO:2000003	builds acid from		4-nitrophenyl-alpha-D-maltopyranoside	METPO:2000028	does not build acid from	knowledge_assertion	manual_agent	infores:metatraits
builds-acid-from-5-bromo-3-indolyl-nonanoate	builds acid from: 5-bromo-3-indolyl nonanoate	METPO:2000003	builds acid from		5-bromo-3-indolyl nonanoate	METPO:2000028	does not build acid from	knowledge_assertion	manual_agent	infores:metatraits
builds-acid-from-5-dehydro-d-gluconate	builds acid from: 5-dehydro-D-gluconate	METPO:2000003	builds acid from	CHEBI:58143	5-dehydro-D-gluconate	METPO:2000028	does not build acid from	knowledge_assertion	manual_agent	infores:metatraits
builds-acid-from-acetate	builds acid from: acetate	METPO:2000003	builds acid from	CHEBI:30089	acetate	METPO:2000028	does not build acid from	knowledge_assertion	manual_agent	infores:metatraits
builds-acid-from-acetic-acid	builds acid from: acetic acid	METPO:2000003	builds acid from	CHEBI:16411	acetic acid	METPO:2000028	does not build acid from	knowledge_assertion	manual_agent	infores:metatraits
builds-acid-from-acetoacetate	builds acid from: acetoacetate	METPO:2000003	builds acid from	CHEBI:13705	acetoacetate	METPO:2000028	does not build acid from	knowledge_assertion	manual_agent	infores:metatraits
builds-acid-from-adenosine	builds acid from: adenosine	METPO:2000003	builds acid from	CHEBI:16335	adenosine	METPO:2000028	does not build acid from	knowledge_assertion	manual_agent	infores:metatraits
builds-acid-from-adipate	builds acid from: adipate	METPO:2000003	builds acid from	CHEBI:17128	adipate	METPO:2000028	does not build acid from	knowledge_assertion	manual_agent	infores:metatraits
builds-acid-from-alpha-cyclodextrin	builds acid from: alpha-cyclodextrin	METPO:2000003	builds acid from	CHEBI:40585	alpha-cyclodextrin	METPO:2000028	does not build acid from	knowledge_assertion	manual_agent	infores:metatraits
builds-acid-from-alpha-d-glucose	builds acid from: alpha-D-glucose	METPO:2000003	builds acid from	CHEBI:17925	alpha-D-glucose	METPO:2000028	does not build acid from	knowledge_assertion	manual_agent	infores:metatraits
builds-acid-from-alpha-l-rhamnose	builds acid from: alpha-L-rhamnose	METPO:2000003	builds acid from	CHEBI:27907	alpha-L-rhamnose	METPO:2000028	does not build acid from	knowledge_assertion	manual_agent	infores:metatraits
builds-acid-from-alpha-lactose	builds acid from: alpha-lactose	METPO:2000003	builds acid from	CHEBI:36219	alpha-lactose	METPO:2000028	does not build acid from	knowledge_assertion	manual_agent	infores:metatraits
builds-acid-from-altrarate	builds acid from: altrarate	METPO:2000003	builds acid from	CHEBI:35389	altrarate	METPO:2000028	does not build acid from	knowledge_assertion	manual_agent	infores:metatraits
builds-acid-from-amygdalin	builds acid from: amygdalin	METPO:2000003	builds acid from	CHEBI:27613	amygdalin	METPO:2000028	does not build acid from	knowledge_assertion	manual_agent	infores:metatraits
builds-acid-from-amygdalin	builds acid from: Amygdalin	METPO:2000003	builds acid from	CHEBI:27613	Amygdalin	METPO:2000028	does not build acid from	knowledge_assertion	manual_agent	infores:metatraits
builds-acid-from-arabinan	builds acid from: arabinan	METPO:2000003	builds acid from	CHEBI:22590	arabinan	METPO:2000028	does not build acid from	knowledge_assertion	manual_agent	infores:metatraits
builds-acid-from-arabinitol	builds acid from: arabinitol	METPO:2000003	builds acid from	CHEBI:22605	arabinitol	METPO:2000028	does not build acid from	knowledge_assertion	manual_agent	infores:metatraits
builds-acid-from-arabinose	builds acid from: arabinose	METPO:2000003	builds acid from	CHEBI:22599	arabinose	METPO:2000028	does not build acid from	knowledge_assertion	manual_agent	infores:metatraits
builds-acid-from-arabinoxylan	builds acid from: arabinoxylan	METPO:2000003	builds acid from	CHEBI:28427	arabinoxylan	METPO:2000028	does not build acid from	knowledge_assertion	manual_agent	infores:metatraits
builds-acid-from-arbutin	builds acid from: arbutin	METPO:2000003	builds acid from	CHEBI:18305	arbutin	METPO:2000028	does not build acid from	knowledge_assertion	manual_agent	infores:metatraits
builds-acid-from-arbutin	builds acid from: Arbutin	METPO:2000003	builds acid from	CHEBI:18305	Arbutin	METPO:2000028	does not build acid from	knowledge_assertion	manual_agent	infores:metatraits
builds-acid-from-arginine	builds acid from: arginine	METPO:2000003	builds acid from	CHEBI:29016	arginine	METPO:2000028	does not build acid from	knowledge_assertion	manual_agent	infores:metatraits
builds-acid-from-benzoate	builds acid from: benzoate	METPO:2000003	builds acid from	CHEBI:16150	benzoate	METPO:2000028	does not build acid from	knowledge_assertion	manual_agent	infores:metatraits
builds-acid-from-beta-d-glucose	builds acid from: beta-d-glucose	METPO:2000003	builds acid from	CHEBI:15903	beta-d-glucose	METPO:2000028	does not build acid from	knowledge_assertion	manual_agent	infores:metatraits
builds-acid-from-beta-d-xylose	builds acid from: beta-D-xylose	METPO:2000003	builds acid from	CHEBI:28161	beta-D-xylose	METPO:2000028	does not build acid from	knowledge_assertion	manual_agent	infores:metatraits
builds-acid-from-beta-gentiobiose	builds acid from: beta-gentiobiose	METPO:2000003	builds acid from	CHEBI:71422	beta-gentiobiose	METPO:2000028	does not build acid from	knowledge_assertion	manual_agent	infores:metatraits
builds-acid-from-beta-lactose	builds acid from: beta-lactose	METPO:2000003	builds acid from	CHEBI:36218	beta-lactose	METPO:2000028	does not build acid from	knowledge_assertion	manual_agent	infores:metatraits
builds-acid-from-butanol	builds acid from: butanol	METPO:2000003	builds acid from	CHEBI:28885	butanol	METPO:2000028	does not build acid from	knowledge_assertion	manual_agent	infores:metatraits
builds-acid-from-butyrate	builds acid from: butyrate	METPO:2000003	builds acid from	CHEBI:17968	butyrate	METPO:2000028	does not build acid from	knowledge_assertion	manual_agent	infores:metatraits
builds-acid-from-carboxymethylcellulose	builds acid from: carboxymethylcellulose	METPO:2000003	builds acid from	CHEBI:85146	carboxymethylcellulose	METPO:2000028	does not build acid from	knowledge_assertion	manual_agent	infores:metatraits
builds-acid-from-casein	builds acid from: casein	METPO:2000003	builds acid from		casein	METPO:2000028	does not build acid from	knowledge_assertion	manual_agent	infores:metatraits
builds-acid-from-cellobiose	builds acid from: cellobiose	METPO:2000003	builds acid from	CHEBI:17057	cellobiose	METPO:2000028	does not build acid from	knowledge_assertion	manual_agent	infores:metatraits
builds-acid-from-cellobiose	builds acid from: Cellobiose	METPO:2000003	builds acid from	CHEBI:17057	Cellobiose	METPO:2000028	does not build acid from	knowledge_assertion	manual_agent	infores:metatraits
builds-acid-from-cellulose	builds acid from: cellulose	METPO:2000003	builds acid from	CHEBI:62968	cellulose	METPO:2000028	does not build acid from	knowledge_assertion	manual_agent	infores:metatraits
builds-acid-from-chitosan	builds acid from: chitosan	METPO:2000003	builds acid from	CHEBI:16261	chitosan	METPO:2000028	does not build acid from	knowledge_assertion	manual_agent	infores:metatraits
builds-acid-from-cholesterol	builds acid from: cholesterol	METPO:2000003	builds acid from	CHEBI:16113	cholesterol	METPO:2000028	does not build acid from	knowledge_assertion	manual_agent	infores:metatraits
builds-acid-from-citraconate	builds acid from: citraconate	METPO:2000003	builds acid from	CHEBI:30719	citraconate	METPO:2000028	does not build acid from	knowledge_assertion	manual_agent	infores:metatraits
builds-acid-from-citramalate	builds acid from: citramalate	METPO:2000003	builds acid from	CHEBI:13997	citramalate	METPO:2000028	does not build acid from	knowledge_assertion	manual_agent	infores:metatraits
builds-acid-from-citrate	builds acid from: citrate	METPO:2000003	builds acid from	CHEBI:16947	citrate	METPO:2000028	does not build acid from	knowledge_assertion	manual_agent	infores:metatraits
builds-acid-from-citric-acid	builds acid from: citric acid	METPO:2000003	builds acid from	CHEBI:53258	citric acid	METPO:2000028	does not build acid from	knowledge_assertion	manual_agent	infores:metatraits
builds-acid-from-coumarate	builds acid from: coumarate	METPO:2000003	builds acid from	CHEBI:23399	coumarate	METPO:2000028	does not build acid from	knowledge_assertion	manual_agent	infores:metatraits
builds-acid-from-creatine	builds acid from: creatine	METPO:2000003	builds acid from	CHEBI:16919	creatine	METPO:2000028	does not build acid from	knowledge_assertion	manual_agent	infores:metatraits
builds-acid-from-creatinine	builds acid from: creatinine	METPO:2000003	builds acid from	CHEBI:16737	creatinine	METPO:2000028	does not build acid from	knowledge_assertion	manual_agent	infores:metatraits
builds-acid-from-cyclodextrin	builds acid from: cyclodextrin	METPO:2000003	builds acid from	CHEBI:23456	cyclodextrin	METPO:2000028	does not build acid from	knowledge_assertion	manual_agent	infores:metatraits
builds-acid-from-d-adonitol	builds acid from: D-Adonitol	METPO:2000003	builds acid from	CHEBI:15963	D-Adonitol	METPO:2000028	does not build acid from	knowledge_assertion	manual_agent	infores:metatraits
builds-acid-from-d-arabinose	builds acid from: D-arabinose	METPO:2000003	builds acid from	CHEBI:17108	D-arabinose	METPO:2000028	does not build acid from	knowledge_assertion	manual_agent	infores:metatraits
builds-acid-from-d-arabinose	builds acid from: D-Arabinose	METPO:2000003	builds acid from	CHEBI:17108	D-Arabinose	METPO:2000028	does not build acid from	knowledge_assertion	manual_agent	infores:metatraits
builds-acid-from-d-arabitol	builds acid from: D-arabitol	METPO:2000003	builds acid from	CHEBI:18333	D-arabitol	METPO:2000028	does not build acid from	knowledge_assertion	manual_agent	infores:metatraits
builds-acid-from-d-arabitol	builds acid from: D-Arabitol	METPO:2000003	builds acid from	CHEBI:18333	D-Arabitol	METPO:2000028	does not build acid from	knowledge_assertion	manual_agent	infores:metatraits
builds-acid-from-d-aspartate	builds acid from: D-aspartate	METPO:2000003	builds acid from	CHEBI:29990	D-aspartate	METPO:2000028	does not build acid from	knowledge_assertion	manual_agent	infores:metatraits
